"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"Rakeem Christmastrade exception","2014-09-17","trade exception","Rakeem Christmas","Kings","trade with Rockets","On 2014-09-17, Kings make trade with Rockets for trade exception, and in exhchange give 2015 second round pick (protected #50-60) (#36-Rakeem Christmas) to them.",TRUE,FALSE,"Kings, Rockets"
"Chinanu Onuakutrade exception","2014-09-17","trade exception","Chinanu Onuaku","Kings","trade with Rockets","On 2014-09-17, Kings make trade with Rockets for trade exception, and in exhchange give 2016 second round pick (#37-Chinanu Onuaku) to them.",TRUE,FALSE,"Kings, Rockets"
"free agencyOrlando Sanchez","2014-09-17","Orlando Sanchez","free agency","Knicks","signed free agent to a 1-year minimum contract (date 09-17 per P, 09-23 per R)","On 2014-09-17, Orlando Sanchez is signed free agent to a 1-year minimum contract (date 09-17 per P, 09-23 per R) by Knicks",FALSE,FALSE,"Knicks"
"Brian Qvalefree agency","2014-09-22","Brian Qvale","free agency","Hornets","signed free agent","On 2014-09-22, Brian Qvale is signed free agent by Hornets",FALSE,FALSE,"Hornets"
"free agencyJustin Cobbs","2014-09-22","Justin Cobbs","free agency","Hornets","signed free agent","On 2014-09-22, Justin Cobbs is signed free agent by Hornets",FALSE,FALSE,"Hornets"
"free agencyMarcus Williams (E.)","2014-09-22","Marcus Williams (E.)","free agency","Nuggets","signed unrestricted free agent","On 2014-09-22, Marcus Williams (E.) is signed unrestricted free agent by Nuggets",FALSE,FALSE,"Nuggets"
"free agencyJoe Ingles","2014-09-23","Joe Ingles","free agency","Clippers","signed free agent to a 1-year contract","On 2014-09-23, Joe Ingles is signed free agent to a 1-year contract by Clippers",FALSE,FALSE,"Clippers"
"Andre Dawkinsfree agency","2014-09-23","Andre Dawkins","free agency","Heat","signed free agent","On 2014-09-23, Andre Dawkins is signed free agent by Heat",FALSE,FALSE,"Heat"
"free agencyShawn Jones","2014-09-23","Shawn Jones","free agency","Heat","signed free agent","On 2014-09-23, Shawn Jones is signed free agent by Heat",FALSE,FALSE,"Heat"
"free agencyJabari Brown","2014-09-23","Jabari Brown","free agency","Lakers","signed free agent","On 2014-09-23, Jabari Brown is signed free agent by Lakers",FALSE,FALSE,"Lakers"
"free agencyKeith Appling","2014-09-23","Keith Appling","free agency","Lakers","signed free agent","On 2014-09-23, Keith Appling is signed free agent by Lakers",FALSE,FALSE,"Lakers"
"free agencyRoscoe Smith","2014-09-23","Roscoe Smith","free agency","Lakers","signed free agent","On 2014-09-23, Roscoe Smith is signed free agent by Lakers",FALSE,FALSE,"Lakers"
"Charlie Villanuevafree agency","2014-09-23","Charlie Villanueva","free agency","Mavericks","signed unrestricted free agent to a non-guaranteed contract","On 2014-09-23, Charlie Villanueva is signed unrestricted free agent to a non-guaranteed contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyJosh Bostic","2014-09-24","Josh Bostic","free agency","Pistons","signed free agent","On 2014-09-24, Josh Bostic is signed free agent by Pistons",FALSE,FALSE,"Pistons"
"Dwight PowellKeith Bogans","2014-09-25","Keith Bogans","Dwight Powell","Cavaliers","trade with Celtics","On 2014-09-25, Cavaliers make trade with Celtics for Keith Bogans, and in exhchange give Dwight Powell to them.",FALSE,FALSE,"Cavaliers, Celtics"
"Erik MurphyKeith Bogans","2014-09-25","Keith Bogans","Erik Murphy","Cavaliers","trade with Celtics","On 2014-09-25, Cavaliers make trade with Celtics for Keith Bogans, and in exhchange give Erik Murphy to them.",FALSE,FALSE,"Cavaliers, Celtics"
"Keith BogansMalcolm Thomas (b)","2014-09-25","Keith Bogans","Malcolm Thomas (b)","Cavaliers","trade with Celtics","On 2014-09-25, Cavaliers make trade with Celtics for Keith Bogans, and in exhchange give Malcolm Thomas (b) to them.",FALSE,FALSE,"Cavaliers, Celtics"
"John Lucas IIIKeith Bogans","2014-09-25","Keith Bogans","John Lucas III","Cavaliers","trade with Celtics","On 2014-09-25, Cavaliers make trade with Celtics for Keith Bogans, and in exhchange give John Lucas III to them.",FALSE,FALSE,"Cavaliers, Celtics"
"Abdel NaderKeith Bogans","2014-09-25","Keith Bogans","Abdel Nader","Cavaliers","trade with Celtics","On 2014-09-25, Cavaliers make trade with Celtics for Keith Bogans, and in exhchange give 2016 second round pick (#58-Abdel Nader) to them.",TRUE,FALSE,"Cavaliers, Celtics"
"Kadeem AllenKeith Bogans","2014-09-25","Keith Bogans","Kadeem Allen","Cavaliers","trade with Celtics","On 2014-09-25, Cavaliers make trade with Celtics for Keith Bogans, and in exhchange give 2017 second round pick (#53-Kadeem Allen) to them.",TRUE,FALSE,"Cavaliers, Celtics"
"Keith Boganstrade exception","2014-09-25","Keith Bogans","trade exception","Cavaliers","trade with Celtics","On 2014-09-25, Cavaliers make trade with Celtics for Keith Bogans, and in exhchange give trade exception to them.",FALSE,FALSE,"Cavaliers, Celtics"
"free agencyLuke Hancock","2014-09-25","Luke Hancock","free agency","Grizzlies","signed free agent to a 1-year contract (date 09-25 per CBC E NBA, 09-26 per CBS SN)","On 2014-09-25, Luke Hancock is signed free agent to a 1-year contract (date 09-25 per CBC E NBA, 09-26 per CBS SN) by Grizzlies",FALSE,FALSE,"Grizzlies"
"Akil Mitchellfree agency","2014-09-25","Akil Mitchell","free agency","Rockets","signed free agent to a multi-year contract","On 2014-09-25, Akil Mitchell is signed free agent to a multi-year contract by Rockets",FALSE,FALSE,"Rockets"
"free agencyVernon Macklin","2014-09-26","Vernon Macklin","free agency","Pelicans","signed unrestricted free agent","On 2014-09-26, Vernon Macklin is signed unrestricted free agent by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyJohn Holland","2014-09-26","John Holland","free agency","Spurs","signed free agent to a multi-year contract","On 2014-09-26, John Holland is signed free agent to a multi-year contract by Spurs",FALSE,FALSE,"Spurs"
"Casey Pratherfree agency","2014-09-26","Casey Prather","free agency","Suns","signed free agent to a non-guaranteed contract","On 2014-09-26, Casey Prather is signed free agent to a non-guaranteed contract by Suns",FALSE,FALSE,"Suns"
"free agencyJamil Wilson","2014-09-26","Jamil Wilson","free agency","Suns","signed free agent to a non-guaranteed contract","On 2014-09-26, Jamil Wilson is signed free agent to a non-guaranteed contract by Suns",FALSE,FALSE,"Suns"
"free agencyJoe Jackson","2014-09-26","Joe Jackson","free agency","Suns","signed free agent to a non-guaranteed contract","On 2014-09-26, Joe Jackson is signed free agent to a non-guaranteed contract by Suns",FALSE,FALSE,"Suns"
"David Stocktonfree agency","2014-09-26","David Stockton","free agency","Wizards","signed free agent (date 09-29 per CBC P)","On 2014-09-26, David Stockton is signed free agent (date 09-29 per CBC P) by Wizards",FALSE,FALSE,"Wizards"
"free agencyPierre Jackson","2014-09-29","free agency","Pierre Jackson","76ers","waived","On 2014-09-29, Pierre Jackson becomes a free agent from 76ers",FALSE,FALSE,"76ers"
"free agencyJaKarr Sampson","2014-09-29","JaKarr Sampson","free agency","76ers","signed free agent to a multi-year contract","On 2014-09-29, JaKarr Sampson is signed free agent to a multi-year contract by 76ers",FALSE,FALSE,"76ers"
"free agencyRonald Roberts Jr.","2014-09-29","Ronald Roberts Jr.","free agency","76ers","signed free agent to a 3-year contract","On 2014-09-29, Ronald Roberts Jr. is signed free agent to a 3-year contract by 76ers",FALSE,FALSE,"76ers"
"Evan Turnerfree agency","2014-09-29","Evan Turner","free agency","Celtics","signed unrestricted free agent to a multi-year contract","On 2014-09-29, Evan Turner is signed unrestricted free agent to a multi-year contract by Celtics",FALSE,FALSE,"Celtics"
"free agencyTim Frazier","2014-09-29","Tim Frazier","free agency","Celtics","signed free agent","On 2014-09-29, Tim Frazier is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"free agencyJarell Eddie","2014-09-29","Jarell Eddie","free agency","Hawks","signed free agent","On 2014-09-29, Jarell Eddie is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"Drew Crawfordfree agency","2014-09-29","Drew Crawford","free agency","Magic","signed free agent","On 2014-09-29, Drew Crawford is signed free agent by Magic",FALSE,FALSE,"Magic"
"free agencyKadeem Batts","2014-09-29","Kadeem Batts","free agency","Magic","signed free agent","On 2014-09-29, Kadeem Batts is signed free agent by Magic",FALSE,FALSE,"Magic"
"free agencyZoran Dragic","2014-09-29","Zoran Dragic","free agency","Suns","signed free agent to a 2-year, $3.5M contract","On 2014-09-29, Zoran Dragic is signed free agent to a 2-year, $3.5M contract by Suns",FALSE,FALSE,"Suns"
"free agencyMichael Jenkins","2014-09-29","Michael Jenkins","free agency","Thunder","signed free agent","On 2014-09-29, Michael Jenkins is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyRichard Solomon","2014-09-29","Richard Solomon","free agency","Thunder","signed free agent","On 2014-09-29, Richard Solomon is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyTalib Zanna","2014-09-29","Talib Zanna","free agency","Thunder","signed free agent","On 2014-09-29, Talib Zanna is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyStephen Holt","2014-09-30","Stephen Holt","free agency","Cavaliers","signed free agent","On 2014-09-30, Stephen Holt is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"Drew Gordonfree agency","2014-10-07","Drew Gordon","free agency","76ers","signed free agent to a multi-year contract","On 2014-10-07, Drew Gordon is signed free agent to a multi-year contract by 76ers",FALSE,FALSE,"76ers"
"free agencyYuki Togashi","2014-10-15","Yuki Togashi","free agency","Mavericks","signed free agent to a non-guaranteed contract","On 2014-10-15, Yuki Togashi is signed free agent to a non-guaranteed contract by Mavericks",FALSE,FALSE,"Mavericks"
"Joel AnthonyWill Bynum","2014-10-17","Will Bynum","Joel Anthony","Celtics","trade with Pistons","On 2014-10-17, Celtics make trade with Pistons for Will Bynum, and in exhchange give Joel Anthony to them.",FALSE,FALSE,"Celtics, Pistons"
"free agencySean Kilpatrick","2014-10-20","Sean Kilpatrick","free agency","Warriors","signed free agent","On 2014-10-20, Sean Kilpatrick is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"free agencyQuincy Miller","2014-10-21","free agency","Quincy Miller","Nuggets","waived (date 10-21 per P, 10-27 per NBA)","On 2014-10-21, Quincy Miller becomes a free agent from Nuggets",FALSE,FALSE,"Nuggets"
"free agencyJordan Vandenberg","2014-10-23","Jordan Vandenberg","free agency","Knicks","signed free agent","On 2014-10-23, Jordan Vandenberg is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyGeron Johnson","2014-10-23","Geron Johnson","free agency","Rockets","signed free agent","On 2014-10-23, Geron Johnson is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"Casper WareMarquis Teague","2014-10-24","Marquis Teague","Casper Ware","76ers","trade with Nets","On 2014-10-24, 76ers make trade with Nets for Marquis Teague, and in exhchange give Casper Ware to them.",FALSE,FALSE,"76ers, Nets"
"free agencyFuquan Edwin","2014-10-24","Fuquan Edwin","free agency","Spurs","signed free agent","On 2014-10-24, Fuquan Edwin is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"free agencyTrey Bussey","2014-10-24","Trey Bussey","free agency","Jazz","signed free agent","On 2014-10-24, Trey Bussey is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"Akeem Richmondfree agency","2014-10-25","free agency","Akeem Richmond","Rockets","waived","On 2014-10-25, Akeem Richmond becomes a free agent from Rockets",FALSE,FALSE,"Rockets"
"free agencyMarquis Teague","2014-10-27","free agency","Marquis Teague","76ers","waived","On 2014-10-27, Marquis Teague becomes a free agent from 76ers",FALSE,FALSE,"76ers"
"free agencyMichael Eric (CBC E NBA P) / Micheal Eric (CBS R SN)","2014-10-27","free agency","Michael Eric (CBC E NBA P) / Micheal Eric (CBS R SN)","Bucks","waived","On 2014-10-27, Michael Eric (CBC E NBA P) / Micheal Eric (CBS R SN) becomes a free agent from Bucks",FALSE,FALSE,"Bucks"
"free agencyWill Bynum","2014-10-27","free agency","Will Bynum","Celtics","waived","On 2014-10-27, Will Bynum becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"Carrick Felixfree agency","2014-10-27","free agency","Carrick Felix","Jazz","waived","On 2014-10-27, Carrick Felix becomes a free agent from Jazz",FALSE,FALSE,"Jazz"
"Arnett MoultrieTravis Outlaw","2014-10-27","Travis Outlaw","Arnett Moultrie","76ers","trade with Knicks","On 2014-10-27, 76ers make trade with Knicks for Travis Outlaw, and in exhchange give Arnett Moultrie to them.",FALSE,FALSE,"76ers, Knicks"
"Justin JacksonTravis Outlaw","2014-10-27","Travis Outlaw","Justin Jackson","76ers","trade with Knicks","On 2014-10-27, 76ers make trade with Knicks for Travis Outlaw, and in exhchange give 76ers option to swap 2018 second round picks with Knicks (#43-Justin Jackson) to them.",TRUE,FALSE,"76ers, Knicks"
"Arnett MoultrieIsaac Bonga","2014-10-27","Isaac Bonga","Arnett Moultrie","76ers","trade with Knicks","On 2014-10-27, 76ers make trade with Knicks for 76ers option to swap 2018 second round picks with Knicks (#39-Isaac Bonga), and in exhchange give Arnett Moultrie to them.",TRUE,FALSE,"76ers, Knicks"
"Isaac BongaJustin Jackson","2014-10-27","Isaac Bonga","Justin Jackson","76ers","trade with Knicks","On 2014-10-27, 76ers make trade with Knicks for 76ers option to swap 2018 second round picks with Knicks (#39-Isaac Bonga), and in exhchange give 76ers option to swap 2018 second round picks with Knicks (#43-Justin Jackson) to them.",TRUE,FALSE,"76ers, Knicks"
"Arnett Moultriefree agency","2014-10-27","free agency","Arnett Moultrie","Knicks","waived","On 2014-10-27, Arnett Moultrie becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"free agencyNemanja Nedovic","2014-11-11","free agency","Nemanja Nedovic","Warriors","waived","On 2014-11-11, Nemanja Nedovic becomes a free agent from Warriors",FALSE,FALSE,"Warriors"
"Darius Millerfree agency","2014-11-30","free agency","Darius Miller","Pelicans","waived","On 2014-11-30, Darius Miller becomes a free agent from Pelicans",FALSE,FALSE,"Pelicans"
"Andrei KirilenkoBrandon Davies","2014-12-11","Andrei Kirilenko","Brandon Davies","76ers","trade with Nets","On 2014-12-11, 76ers make trade with Nets for Andrei Kirilenko, and in exhchange give Brandon Davies to them.",FALSE,FALSE,"76ers, Nets"
"Andrei KirilenkoArnoldas Kulboka","2014-12-11","Andrei Kirilenko","Arnoldas Kulboka","76ers","trade with Nets","On 2014-12-11, 76ers make trade with Nets for Andrei Kirilenko, and in exhchange give 76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka) to them.",TRUE,FALSE,"76ers, Nets"
"Brandon DaviesJorge Gutierrez","2014-12-11","Jorge Gutierrez","Brandon Davies","76ers","trade with Nets","On 2014-12-11, 76ers make trade with Nets for Jorge Gutierrez, and in exhchange give Brandon Davies to them.",FALSE,FALSE,"76ers, Nets"
"Arnoldas KulbokaJorge Gutierrez","2014-12-11","Jorge Gutierrez","Arnoldas Kulboka","76ers","trade with Nets","On 2014-12-11, 76ers make trade with Nets for Jorge Gutierrez, and in exhchange give 76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka) to them.",TRUE,FALSE,"76ers, Nets"
"Brandon DaviesKhyri Thomas","2014-12-11","Khyri Thomas","Brandon Davies","76ers","trade with Nets","On 2014-12-11, 76ers make trade with Nets for 76ers option to swap 2018 second round picks with Nets (#38-Khyri Thomas), and in exhchange give Brandon Davies to them.",TRUE,FALSE,"76ers, Nets"
"Arnoldas KulbokaKhyri Thomas","2014-12-11","Khyri Thomas","Arnoldas Kulboka","76ers","trade with Nets","On 2014-12-11, 76ers make trade with Nets for 76ers option to swap 2018 second round picks with Nets (#38-Khyri Thomas), and in exhchange give 76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka) to them.",TRUE,FALSE,"76ers, Nets"
"Brandon Daviescash","2014-12-11","cash","Brandon Davies","76ers","trade with Nets","On 2014-12-11, 76ers make trade with Nets for cash, and in exhchange give Brandon Davies to them.",FALSE,FALSE,"76ers, Nets"
"Arnoldas Kulbokacash","2014-12-11","cash","Arnoldas Kulboka","76ers","trade with Nets","On 2014-12-11, 76ers make trade with Nets for cash, and in exhchange give 76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka) to them.",TRUE,FALSE,"76ers, Nets"
"Brandan WrightRajon Rondo","2014-12-18","Brandan Wright","Rajon Rondo","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for Brandan Wright, and in exhchange give Rajon Rondo to them.",FALSE,FALSE,"Celtics, Mavericks"
"Brandan WrightDwight Powell","2014-12-18","Brandan Wright","Dwight Powell","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for Brandan Wright, and in exhchange give Dwight Powell to them.",FALSE,FALSE,"Celtics, Mavericks"
"Jae CrowderRajon Rondo","2014-12-18","Jae Crowder","Rajon Rondo","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for Jae Crowder, and in exhchange give Rajon Rondo to them.",FALSE,FALSE,"Celtics, Mavericks"
"Dwight PowellJae Crowder","2014-12-18","Jae Crowder","Dwight Powell","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for Jae Crowder, and in exhchange give Dwight Powell to them.",FALSE,FALSE,"Celtics, Mavericks"
"Jameer NelsonRajon Rondo","2014-12-18","Jameer Nelson","Rajon Rondo","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for Jameer Nelson, and in exhchange give Rajon Rondo to them.",FALSE,FALSE,"Celtics, Mavericks"
"Dwight PowellJameer Nelson","2014-12-18","Jameer Nelson","Dwight Powell","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for Jameer Nelson, and in exhchange give Dwight Powell to them.",FALSE,FALSE,"Celtics, Mavericks"
"Guerschon YabuseleRajon Rondo","2014-12-18","Guerschon Yabusele","Rajon Rondo","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for first round pick (protected top 3 and #15-30 in 2015, top 7 in 2016-20, unprotected in 2021) (2016 #16-Guerschon Yabusele), and in exhchange give Rajon Rondo to them.",TRUE,FALSE,"Celtics, Mavericks"
"Dwight PowellGuerschon Yabusele","2014-12-18","Guerschon Yabusele","Dwight Powell","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for first round pick (protected top 3 and #15-30 in 2015, top 7 in 2016-20, unprotected in 2021) (2016 #16-Guerschon Yabusele), and in exhchange give Dwight Powell to them.",TRUE,FALSE,"Celtics, Mavericks"
"Demetrius JacksonRajon Rondo","2014-12-18","Demetrius Jackson","Rajon Rondo","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for 2016 second round pick (more favorable of Grizzlies, Mavericks picks) (#45-Demetrius Jackson), and in exhchange give Rajon Rondo to them.",TRUE,FALSE,"Celtics, Mavericks"
"Demetrius JacksonDwight Powell","2014-12-18","Demetrius Jackson","Dwight Powell","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for 2016 second round pick (more favorable of Grizzlies, Mavericks picks) (#45-Demetrius Jackson), and in exhchange give Dwight Powell to them.",TRUE,FALSE,"Celtics, Mavericks"
"cashRajon Rondo","2014-12-18","cash","Rajon Rondo","Celtics","trade with Mavericks","On 2014-12-18, Celtics make trade with Mavericks for $12.9M trade exception, and in exhchange give Rajon Rondo to them.",FALSE,FALSE,"Celtics, Mavericks"
"Alexey ShvedRonny Turiaf","2014-12-19","Ronny Turiaf","Alexey Shved","76ers","3-team trade with Rockets, Timberwolves","On 2014-12-19, 76ers make 3-team trade with Rockets, Timberwolves for Ronny Turiaf, and in exhchange give Alexey Shved to them.",FALSE,FALSE,"76ers, Rockets, Timberwolves"
"Alexey ShvedSergei Lishouk / Sergei Lishchuk","2014-12-19","Sergei Lishouk / Sergei Lishchuk","Alexey Shved","76ers","3-team trade with Rockets, Timberwolves","On 2014-12-19, 76ers make 3-team trade with Rockets, Timberwolves for rights to Sergei Lishouk / Sergei Lishchuk, and in exhchange give Alexey Shved to them.",FALSE,TRUE,"76ers, Rockets, Timberwolves"
"Alexey ShvedJ.P. Tokoto","2014-12-19","J.P. Tokoto","Alexey Shved","76ers","3-team trade with Rockets, Timberwolves","On 2014-12-19, 76ers make 3-team trade with Rockets, Timberwolves for 2015 second round pick (from Rockets) (#58-J.P. Tokoto), and in exhchange give Alexey Shved to them.",TRUE,FALSE,"76ers, Rockets, Timberwolves"
"Corey BrewerTroy Daniels","2014-12-19","Corey Brewer","Troy Daniels","Rockets","3-team trade with 76ers, Timberwolves","On 2014-12-19, Rockets make 3-team trade with 76ers, Timberwolves for Corey Brewer, and in exhchange give Troy Daniels to them.",FALSE,FALSE,"Rockets, 76ers, Timberwolves"
"Corey BrewerSergei Lishouk / Sergei Lishchuk","2014-12-19","Corey Brewer","Sergei Lishouk / Sergei Lishchuk","Rockets","3-team trade with 76ers, Timberwolves","On 2014-12-19, Rockets make 3-team trade with 76ers, Timberwolves for Corey Brewer, and in exhchange give rights to Sergei Lishouk / Sergei Lishchuk to them.",FALSE,TRUE,"Rockets, 76ers, Timberwolves"
"Corey BrewerJ.P. Tokoto","2014-12-19","Corey Brewer","J.P. Tokoto","Rockets","3-team trade with 76ers, Timberwolves","On 2014-12-19, Rockets make 3-team trade with 76ers, Timberwolves for Corey Brewer, and in exhchange give 2015 second round pick (#58-J.P. Tokoto) to them.",TRUE,FALSE,"Rockets, 76ers, Timberwolves"
"Corey BrewerRakeem Christmas","2014-12-19","Corey Brewer","Rakeem Christmas","Rockets","3-team trade with 76ers, Timberwolves","On 2014-12-19, Rockets make 3-team trade with 76ers, Timberwolves for Corey Brewer, and in exhchange give 2015 second round pick (protected #50-60) (#36-Rakeem Christmas) to them.",TRUE,FALSE,"Rockets, 76ers, Timberwolves"
"Alexey ShvedTroy Daniels","2014-12-19","Alexey Shved","Troy Daniels","Rockets","3-team trade with 76ers, Timberwolves","On 2014-12-19, Rockets make 3-team trade with 76ers, Timberwolves for Alexey Shved, and in exhchange give Troy Daniels to them.",FALSE,FALSE,"Rockets, 76ers, Timberwolves"
"Alexey ShvedRakeem Christmas","2014-12-19","Alexey Shved","Rakeem Christmas","Rockets","3-team trade with 76ers, Timberwolves","On 2014-12-19, Rockets make 3-team trade with 76ers, Timberwolves for Alexey Shved, and in exhchange give 2015 second round pick (protected #50-60) (#36-Rakeem Christmas) to them.",TRUE,FALSE,"Rockets, 76ers, Timberwolves"
"Alexey Shvedcash","2014-12-19","Alexey Shved","cash","Rockets","3-team trade with 76ers, Timberwolves","On 2014-12-19, Rockets make 3-team trade with 76ers, Timberwolves for Alexey Shved, and in exhchange give cash considerations to them.",FALSE,FALSE,"Rockets, 76ers, Timberwolves"
"Ronny TuriafTroy Daniels","2014-12-19","Troy Daniels","Ronny Turiaf","Timberwolves","3-team trade with 76ers, Rockets","On 2014-12-19, Timberwolves make 3-team trade with 76ers, Rockets for Troy Daniels, and in exhchange give Ronny Turiaf to them.",FALSE,FALSE,"Timberwolves, 76ers, Rockets"
"Rakeem ChristmasRonny Turiaf","2014-12-19","Rakeem Christmas","Ronny Turiaf","Timberwolves","3-team trade with 76ers, Rockets","On 2014-12-19, Timberwolves make 3-team trade with 76ers, Rockets for 2015 second round pick (protected #50-60) (from Rockets) (#36-Rakeem Christmas), and in exhchange give Ronny Turiaf to them.",TRUE,FALSE,"Timberwolves, 76ers, Rockets"
"cashRonny Turiaf","2014-12-19","cash","Ronny Turiaf","Timberwolves","3-team trade with 76ers, Rockets","On 2014-12-19, Timberwolves make 3-team trade with 76ers, Rockets for cash considerations, and in exhchange give Ronny Turiaf to them.",FALSE,FALSE,"Timberwolves, 76ers, Rockets"
"Francisco Garciafree agency","2014-12-19","free agency","Francisco Garcia","Rockets","waived","On 2014-12-19, Francisco Garcia becomes a free agent from Rockets",FALSE,FALSE,"Rockets"
"Anthony TolliverTony Mitchell (b)","2014-12-24","Anthony Tolliver","Tony Mitchell (b)","Pistons","trade with Suns","On 2014-12-24, Pistons make trade with Suns for Anthony Tolliver, and in exhchange give Tony Mitchell (b) to them.",FALSE,FALSE,"Pistons, Suns"
"Dion WaitersJ.R. Smith","2015-01-05","J.R. Smith","Dion Waiters","Cavaliers","3-team trade with Knicks, Thunder","On 2015-01-05, Cavaliers make 3-team trade with Knicks, Thunder for J.R. Smith, and in exhchange give Dion Waiters to them.",FALSE,FALSE,"Cavaliers, Knicks, Thunder"
"J.R. SmithLou Amundson","2015-01-05","J.R. Smith","Lou Amundson","Cavaliers","3-team trade with Knicks, Thunder","On 2015-01-05, Cavaliers make 3-team trade with Knicks, Thunder for J.R. Smith, and in exhchange give Lou Amundson to them.",FALSE,FALSE,"Cavaliers, Knicks, Thunder"
"Alex KirkJ.R. Smith","2015-01-05","J.R. Smith","Alex Kirk","Cavaliers","3-team trade with Knicks, Thunder","On 2015-01-05, Cavaliers make 3-team trade with Knicks, Thunder for J.R. Smith, and in exhchange give Alex Kirk to them.",FALSE,FALSE,"Cavaliers, Knicks, Thunder"
"Dion WaitersIman Shumpert","2015-01-05","Iman Shumpert","Dion Waiters","Cavaliers","3-team trade with Knicks, Thunder","On 2015-01-05, Cavaliers make 3-team trade with Knicks, Thunder for Iman Shumpert, and in exhchange give Dion Waiters to them.",FALSE,FALSE,"Cavaliers, Knicks, Thunder"
"Iman ShumpertLou Amundson","2015-01-05","Iman Shumpert","Lou Amundson","Cavaliers","3-team trade with Knicks, Thunder","On 2015-01-05, Cavaliers make 3-team trade with Knicks, Thunder for Iman Shumpert, and in exhchange give Lou Amundson to them.",FALSE,FALSE,"Cavaliers, Knicks, Thunder"
"Alex KirkIman Shumpert","2015-01-05","Iman Shumpert","Alex Kirk","Cavaliers","3-team trade with Knicks, Thunder","On 2015-01-05, Cavaliers make 3-team trade with Knicks, Thunder for Iman Shumpert, and in exhchange give Alex Kirk to them.",FALSE,FALSE,"Cavaliers, Knicks, Thunder"
"Dion WaitersFurkan Korkmaz","2015-01-05","Furkan Korkmaz","Dion Waiters","Cavaliers","3-team trade with Knicks, Thunder","On 2015-01-05, Cavaliers make 3-team trade with Knicks, Thunder for first round pick (from Thunder) (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz), and in exhchange give Dion Waiters to them.",TRUE,FALSE,"Cavaliers, Knicks, Thunder"
"Furkan KorkmazLou Amundson","2015-01-05","Furkan Korkmaz","Lou Amundson","Cavaliers","3-team trade with Knicks, Thunder","On 2015-01-05, Cavaliers make 3-team trade with Knicks, Thunder for first round pick (from Thunder) (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz), and in exhchange give Lou Amundson to them.",TRUE,FALSE,"Cavaliers, Knicks, Thunder"
"Alex KirkFurkan Korkmaz","2015-01-05","Furkan Korkmaz","Alex Kirk","Cavaliers","3-team trade with Knicks, Thunder","On 2015-01-05, Cavaliers make 3-team trade with Knicks, Thunder for first round pick (from Thunder) (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz), and in exhchange give Alex Kirk to them.",TRUE,FALSE,"Cavaliers, Knicks, Thunder"
"J.R. SmithLance Thomas","2015-01-05","Lance Thomas","J.R. Smith","Knicks","3-team trade with Cavaliers, Thunder","On 2015-01-05, Knicks make 3-team trade with Cavaliers, Thunder for Lance Thomas, and in exhchange give J.R. Smith to them.",FALSE,FALSE,"Knicks, Cavaliers, Thunder"
"Iman ShumpertLance Thomas","2015-01-05","Lance Thomas","Iman Shumpert","Knicks","3-team trade with Cavaliers, Thunder","On 2015-01-05, Knicks make 3-team trade with Cavaliers, Thunder for Lance Thomas, and in exhchange give Iman Shumpert to them.",FALSE,FALSE,"Knicks, Cavaliers, Thunder"
