"Date","Team","Acquired","Relinquished","Notes","page_url"
"2012-06-20","Wizards","• Emeka Okafor• Trevor Ariza","• Rashard Lewis• 2012 second round pick (#46-Darius Miller)","trade with Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"2012-06-26","Bobcats","• Ben Gordon• first round pick (protected top 14 in 2013, top 8 in 2014, top 1 in 2015, unprotected in 2016) (2014 #9-Noah Vonleh)","• Corey Maggette","trade with Pistons","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2600"
"2012-06-26","Pistons","• Corey Maggette","• Ben Gordon• first round pick (protected top 14 in 2013, top 8 in 2014, top 1 in 2015, unprotected in 2016) (2014 #9-Noah Vonleh)","trade with Bobcats","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2600"
"2012-06-26","Rockets","• 2012 first round pick (#18-Terrence Jones)","• Chase Budinger• rights to Lior Eliyahu","trade with Timberwolves","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2625"
"2012-06-26","Timberwolves","• Chase Budinger• rights to Lior Eliyahu","• 2012 first round pick (#18-Terrence Jones)","trade with Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2625"
"2012-06-27","Bucks","• Samuel Dalembert• 2012 first round pick (#14-John Henson)• second round pick (1 year after Rockets send second round pick to Hawks) (2014 #54-Nemanja Dangubic)• cash considerations","• Jon Brockman• Shaun Livingston• Jon Leuer• 2012 first round pick (#12-Jeremy Lamb)","trade with Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2625"
"2012-06-27","Rockets","• Jon Brockman• Shaun Livingston• Jon Leuer• 2012 first round pick (#12-Jeremy Lamb)","• Samuel Dalembert• 2012 first round pick (#14-John Henson)• second round pick (1 year after Rockets send second round pick to Hawks) (2014 #54-Nemanja Dangubic)• cash considerations","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2625"
"2012-06-28","76ers","• cash considerations","• rights to Tornike Shengelia","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","76ers","• rights to Arnett Moultrie","• rights to Justin Hamilton (b)• first round pick (protected top 14 in 2013-15, else 2015 second round pick, 2016 second round pick) (2015 #33-Jordan Mickey) (2016 #31-Deyonta Davis)","trade with Heat","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","Blazers","• cash considerations","• rights to Tyshawn Taylor","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","Cavaliers","• Kelenna Azubuike• rights to Tyler Zeller","• Jared Cunningham• Bernard James• Jae Crowder","trade with Mavericks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","Heat","• rights to Justin Hamilton (b)• first round pick (protected top 14 in 2013-15, else 2015 second round pick, 2016 second round pick) (2015 #33-Jordan Mickey) (2016 #31-Deyonta Davis)","• rights to Arnett Moultrie","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","Kings","• cash considerations","• rights to Orlando Johnson","trade with Pacers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","Lakers","• rights to Darius Johnson-Odom","• cash considerations","trade with Mavericks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","Mavericks","• cash considerations","• rights to Darius Johnson-Odom","trade with Lakers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","Mavericks","• rights to Jared Cunningham• rights to Bernard James• rights to Jae Crowder","• Kelenna Azubuike• rights to Tyler Zeller","trade with Cavaliers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","Nets","• rights to Tornike Shengelia","• cash considerations","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2700"
"2012-06-28","Nets","• rights to Tyshawn Taylor","• cash considerations","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2725"
"2012-06-28","Pacers","• rights to Orlando Johnson","• cash considerations","trade with Kings","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2725"
"2012-06-29","Clippers","• Lamar Odom","• Maurice Williams / Mo Williams• rights to Furkan Aldemir","4-team trade with Jazz, Mavericks, Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2725"
"2012-06-29","Jazz","• Maurice Williams / Mo Williams• rights to Shan Foster","• rights to Tadija Dragicevic","4-team trade with Clippers, Mavericks, Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2725"
"2012-06-29","Mavericks","• rights to Tadija Dragicevic• cash• $8.9M trade exception","• Lamar Odom• rights to Shan Foster","4-team trade wtih Clippers, Jazz, Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2750"
"2012-06-29","Rockets","• rights to Furkan Aldemir","• cash","4-team trade with Clippers, Jazz, Mavericks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2750"
"2012-06-30","Hornets","","• Rashard Lewis","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2750"
"2012-07-02","Bobcats","","• Jamario Moon","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2875"
"2012-07-02","Cavaliers","","• Manny Harris","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2875"
"2012-07-05","Suns","• Goran Dragic","","signed unrestricted free agent to a 4-year, $30-34M contract (fourth year is player option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2900"
"2012-07-06","76ers","","• Elton Brand","waived (using amnesty provision)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2900"
"2012-07-06","76ers","• Nick Young","","signed unrestricted free agent to a 1-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2900"
"2012-07-06","Blazers","","• Shawne Williams","waived (team bought out contract)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2900"
"2012-07-10","Jazz","","• Raja Bell","waived (team bought out contract)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2900"
"2012-07-11","76ers","• Dorell Wright• Darryl Watkins","• rights to Edin Bavcic","3-team trade with Hornets, Warriors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Clippers","• Jamal Crawford","","signed unrestricted free agent to a 3-year, $15.7-26M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Grizzlies","• Jerryd Bayless","","signed unrestricted free agent to a 1-year contract with a 1-year player option for 2013-14","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Hawks","• Devin Harris","• Marvin Williams","trade with Jazz","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Hawks","• Louis Williams / Lou Williams","","signed unrestricted free agent to a 3-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Heat","• Rashard Lewis","","signed free agent to a 2-year, minimum contract (second year is player option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Heat","• Ray Allen","","signed unrestricted free agent to a 2-year, $6.1M (P) / 3-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Hornets","• rights to Edin Bavcic","• Jarrett Jack• Darryl Watkins","3-team trade with 76ers, Warriors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Jazz","• Marvin Williams","• Devin Harris","trade with Hawks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Knicks","• James White","","signed free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Mavericks","• Chris Kaman","","signed unrestricted free agent to a 1-year, $8M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2925"
"2012-07-11","Nets","• Jerry Stackhouse","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Nets","• Mirza Teletovic","","signed free agent to a 3-year, $9M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Raptors","• Kyle Lowry","• Gary Forbes• 2013 first round pick (protected top 3 and 15-30 in 2013, top 2 and 15-30 in 2014-15, top 1 and 15-30 in 2016-17, unprotected in 2018) (2013 #12-Steven Adams)","trade with Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Rockets","• Gary Forbes• 2013 first round pick (protected top 3 and 15-30 in 2013, top 2 and 15-30 in 2014-15, top 1 and 15-30 in 2016-17, unprotected in 2018) (2013 #12-Steven Adams)","• Kyle Lowry","trade with Raptors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Thunder","• Hasheem Thabeet","","signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Thunder","• Hollis Thompson","","signed free agent to a 3-year minimum, non-guaranteed contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Warriors","• Jarrett Jack","• Dorell Wright","3-team trade with 76ers, Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Clippers","• Clippers option to swap 2016 second round picks (if Clippers pick is #31-55) (#33-Cheick Diallo)","• Reggie Evans• Clippers option to swap 2016 second round picks (if pick is #31-55) (#55-Marcus Paige)","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Hawks","• Anthony Morrow• Jordan Farmar• Jordan Williams• DeShawn Stevenson• Johan Petro• first round pick (protected top 14 in 2012-16, else 2017 second round pick, cash) (2013 #18-Shane Larkin)• Hawks option to swap 2014 first round picks (not exercised)• Hawks option to swap 2015 first round picks (#15-Kelly Oubre Jr.)• 2017 second round pick (#31-Frank Jackson)","• Joe Johnson• Hawks option to swap 2014 first round picks (not exercised)• Hawks option to swap 2015 first round picks (#29-Chris McCullough)","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
"2012-07-11","Hornets","• Ryan Anderson","• Gustavo Ayon","trade with Magic","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2950"
