"Date","Team","Acquired","Relinquished","Notes","page_url"
"2012-03-13","Bucks","• Monta Ellis• Kwame Brown• Ekpe Udoh","• Andrew Bogut• Stephen Jackson","trade with Warriors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"2012-03-13","Bulls","• Mike James (Lamont)","","signed free agent to a second 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"2012-03-13","Warriors","• Andrew Bogut• Stephen Jackson","• Monta Ellis• Kwame Brown• Ekpe Udoh","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"2012-03-15","76ers","• Sam Young","• rights to Ricky Sanchez","trade with Grizzlies","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"2012-03-15","Blazers","","• Chris Johnson (a)","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"2012-03-15","Blazers","","• Greg Oden","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"2012-03-15","Blazers","• Hasheem Thabeet• Jonny Flynn• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","• Marcus Camby","trade with Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"2012-03-15","Blazers","• Mehmet Okur• Shawne Williams• 2012 first round pick (protected top 3) (#6-Damian Lillard)","• Gerald Wallace","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Grizzlies","• rights to Ricky Sanchez","• Sam Young","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Hawks","• cash considerations","• 2012 second round pick (less favorable of Hawks, Suns picks) (#52-Ognjen Kuzmic / Ognen Kuzmic)","trade with Warriors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Lakers","• Jordan Hill","• Derek Fisher• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)","trade with Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Nets","• Gerald Wallace","• Mehmet Okur• Shawne Williams• 2012 first round pick (protected top 3) (#6-Damian Lillard)","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Pacers","• Leandro Barbosa","• 2012 second round pick (#56-Tomislav Zubcic)• cash considerations","trade with Raptors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Raptors","","• Anthony Carter","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Raptors","• 2012 second round pick (#56-Tomislav Zubcic)• cash considerations","• Leandro Barbosa","trade with Pacers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Rockets","• Derek Fisher• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)","• Jordan Hill","trade with Lakers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Rockets","• Marcus Camby","• Hasheem Thabeet• Jonny Flynn• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Spurs","• Stephen Jackson","• Richard Jefferson• T.J. Ford• first round pick (protected top 14 in 2012-14) (2012 #30-Festus Ezeli)","trade with Warriors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Warriors","• 2012 second round pick (less favorable of Hawks, Suns picks) (#52-Ognjen Kuzmic / Ognen Kuzmic)","• cash considerations","trade with Hawks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Warriors","• Richard Jefferson• T.J. Ford• first round pick (protected top 14 in 2012-14) (2012 #30-Festus Ezeli)","• Stephen Jackson","trade with Spurs","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Clippers","• Nick Young","• Brian Cook• 2015 second round pick (#47-Arturas Gudaitis)• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) ($350K cash)","3-team trade with Nuggets, Wizards","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Nuggets","• JaVale McGee• Ronny Turiaf• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) (from Clippers) ($350K cash)","• Nene / Nene Hilario / Maybyner Hilario","3-team trade with Clippers, Wizards","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Wizards","• Nene / Nene Hilario / Maybyner Hilario• Brian Cook• 2015 second round pick (from Clippers) (#47-Arturas Gudaitis)","• Nick Young• JaVale McGee• Ronny Turiaf","3-team trade with Clippers, Nuggets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Cavaliers","• Luke Walton• Jason Kapono• conditional first round pick (protected top 14 in 2012, else 2014) (2012 #24-Jared Cunningham)• Cavaliers option to swap first round picks (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #19-Sergey Karasev)• cash","• Ramon Sessions• Christian Eyenga• Cavaliers option to swap first round pick (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #30-Nemanja Nedovic)","trade with Lakers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-15","Lakers","• Ramon Sessions• Christian Eyenga• Cavaliers option to swap first round pick (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #30-Nemanja Nedovic)","• Luke Walton• Jason Kapono• conditional first round pick (protected top 14 in 2012, else 2014) (2012 #24-Jared Cunningham)• Cavaliers option to swap first round picks (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #19-Sergey Karasev)• cash","trade with Cavaliers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-16","Cavaliers","• Donald Sloan","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-16","Nets","• Jerry Smith (b)","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-16","Spurs","• Eric Dawson","","signed free agent to a second 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-16","Rockets","","• Terrence Williams","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-17","Cavaliers","","• Jason Kapono","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-17","Cavaliers","• Manny Harris","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"2012-03-17","Rockets","• Courtney Fortson","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-17","Spurs","• Patrick Mills / Patty Mills","","signed free agent to a 2-year contract (CBC) / for the remainder of the season (CBS SN)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-17","Warriors","","• T.J. Ford","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-17","Nuggets","","• Ronny Turiaf","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-18","Wizards","Edwin Ubiles","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-19","Clippers","","• Bobby Simmons","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-19","Hornets","","• Jeff Foote","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-19","Kings","","• J.J. Hickson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-19","Rockets","","• Derek Fisher","waived (reached buyout agreement)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-20","76ers","","• Andres Nocioni","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-20","Cavaliers","","• Ryan Hollins","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-20","Grizzlies","• Gilbert Arenas","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-21","Bobcats","","• Boris Diaw","waived (reached contract buyout agreement)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-21","Heat","• Ronny Turiaf","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-21","Kings","• Terrence Williams","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-21","Thunder","","• Ryan Reid","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-21","Thunder","• Derek Fisher","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"2012-03-21","Blazers","","• Mehmet Okur","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-22","Celtics","• Ryan Hollins","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-22","Mavericks","","• Sean Williams","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-22","Warriors","• Mickell Gladness","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-23","Raptors","","• Rasual Butler","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-23","Spurs","• Boris Diaw","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-23","Mavericks","• Kelenna Azubuike","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-23","Pacers","• Kyrylo Fesenko","","signed unrestricted free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-23","Celtics","","• Chris Wilcox","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-24","Bulls","","• Mike James (Lamont)","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-24","Clippers","• Bobby Simmons","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-24","Spurs","","• Eric Dawson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-24","Spurs","• Justin Dentmon","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-24","Warriors","• Keith Benson","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-26","Nets","","• Jerry Smith (b)","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-26","Raptors","• Alan Anderson","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-26","Rockets","• Earl Boykins","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-27","Raptors","• Ben Uzoh","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-27","Rockets","• Malcolm Thomas (b)","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-27","Wizards","• Cartier Martin","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-28","Wizards","","Edwin Ubiles","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-30","Cavaliers","• Lester Hudson","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-03-30","Nets","• Dennis Horner","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"2012-04-02","Spurs","","• Justin Dentmon","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-03","Warriors","","• Keith Benson","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-05","Bulls","• Mike James (Lamont)","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-05","Wizards","• James Singleton","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-06","Raptors","• Justin Dentmon","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-06","Rockets","","• Malcolm Thomas (b)","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-09","Jazz","• Blake Ahearn","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-09","Nets","","• Dennis Horner","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-09","Nets","• Armon Johnson","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-10","Hornets","• Jerome Dyson","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-12","Rockets","• Diamon Simpson / Daimon Simpson","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-14","Bobcats","• Jamario Moon","","signed free agent for the remainder of the season / to a multi-year contract (R)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-16","Raptors","","• Justin Dentmon","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-16","Warriors","• Mikki Moore","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"2012-04-16","Wizards","• Morris Almond","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-16","Wizards","","• Roger Mason Jr.","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-18","Hornets","• Darryl Watkins","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-18","Hornets","","• Chris Johnson (a)","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-19","Cavaliers","","• Lester Hudson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-20","Celtics","• Sean Williams","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-20","Grizzlies","• Lester Hudson","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-20","Knicks","","• Bill Walker","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-20","Knicks","• Dan Gadzuric","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-20","Celtics","","• Jermaine O'Neal","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-21","Cavaliers","• D.J. Kennedy","","signed free agent for the remainder of the season (CBC CBS P SN) / to a multi-year contract (R)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-24","76ers","• Xavier Silas","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-25","Spurs","• Derrick Byars","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-04-26","Wizards","","• Morris Almond","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"2012-05-29","Magic","","• Von Wafer","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"2012-06-20","Hornets","• Rashard Lewis• 2012 second round pick (#46-Darius Miller)","• Emeka Okafor• Trevor Ariza","trade with Wizards","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
