"","Date","Team","Acquired","Relinquished","Notes"
"639","2013-06-27","Cavaliers","• 2015 second round pick (#53-Sir'Dominic Pointer)• 2016 second round pick (#48-Paul Zipser)","• rights to Allen Crabbe","trade with Blazers"
"640","2013-06-27","Celtics","• rights to Colton Iverson","• cash","trade with Pacers"
"641","2013-06-27","Celtics","• rights to Kelly Olynyk","• rights to Lucas Nogueira• 2014 second round pick (#34-Cleanthony Early)• 2014 second round pick (#47-Russ Smith)","trade with Mavericks"
"642","2013-06-27","Grizzlies","• Kosta Koufos","• Darrell Arthur• rights to Joffrey Lauvergne","trade with Nuggets"
"643","2013-06-27","Hawks","• 2015 second round pick (#41-Pat Connaughton)","• rights to Raulzinho Neto / Raul Neto","trade with Jazz"
"644","2013-06-27","Hawks","• second round pick (protected top 40 in 2017, unprotected in 2018) (2017 #46-Sterling Brown)","• rights to James Ennis","trade with Heat"
"645","2013-06-27","Heat","• rights to James Ennis","• second round pick (protected top 40 in 2017, unprotected in 2018) (2017 #46-Sterling Brown)","trade with Hawks"
"646","2013-06-27","Jazz","• rights to Raulzinho Neto / Raul Neto","• 2015 second round pick (#41-Pat Connaughton)","trade with Hawks"
"647","2013-06-27","Jazz","• rights to Rudy Gobert","• rights to Erick Green• cash","trade with Nuggets"
"648","2013-06-27","Jazz","• rights to Trey Burke","• rights to Shabazz Muhammad• rights to Gorgui Dieng","trade with Timberwolves"
"649","2013-06-27","Mavericks","• rights to Lucas Nogueira• 2014 second round pick (#34-Cleanthony Early)• 2014 second round pick (#47-Russ Smith)","• rights to Kelly Olynyk","trade with Celtics"
"650","2013-06-27","Nuggets","• Darrell Arthur• rights to Joffrey Lauvergne","• Kosta Koufos","trade with Grizzlies"
"651","2013-06-27","Nuggets","• rights to Erick Green• cash","• rights to Rudy Gobert","trade with Jazz"
"652","2013-06-27","Pacers","• cash","• rights to Colton Iverson","trade with Celtics"
"653","2013-06-27","Thunder","• rights to Grant Jerrett","• cash","trade with Blazers"
"654","2013-06-27","Timberwolves","• 2014 second round pick (#53-Alessandro Gentile)• cash","• Malcolm Lee / Malcom Lee• rights to Andre Roberson","trade with Warriors"
"655","2013-06-27","Timberwolves","• rights to Shabazz Muhammad• rights to Gorgui Dieng","• rights to Trey Burke","trade with Jazz"
"656","2013-06-27","Warriors","• Malcolm Lee / Malcom Lee• rights to Andre Roberson","• 2014 second round pick (#53-Alessandro Gentile)• cash","trade with Timberwolves"
"657","2013-06-27","Wizards","• rights to Glen Rice Jr.","• rights to Nate Wolters• rights to Arsalan Kazemi","trade with 76ers"
"658","2013-06-27","76ers","• rights to Ricky Ledo• 2014 second round pick (#54-Nemanja Dangubic)","• rights to Nate Wolters","trade with Bucks"
"659","2013-06-27","Bucks","• rights to Nate Wolters","• rights to Ricky Ledo• 2014 second round pick (#54-Nemanja Dangubic)","trade with 76ers"
"660","2013-06-27","Hawks","• Jared Cunningham• rights to Lucas Nogueira• rights to Mike Muscala","• rights to Shane Larkin• cash","trade with Mavericks"
"661","2013-06-27","Mavericks","• rights to Shane Larkin• cash","• Jared Cunningham• rights to Lucas Nogueira• rights to Mike Muscala","trade with Hawks"
"662","2013-06-27","Thunder","• rights to Andre Roberson","• rights to Archie Goodwin• cash","trade with Warriors"
"663","2013-06-27","Warriors","• rights to Archie Goodwin• cash","• rights to Andre Roberson","trade with Thunder"
"664","2013-06-27","76ers","• 2014 second round pick (#47-Russ Smith)","• rights to Ricky Ledo","trade with Mavericks"
"665","2013-06-27","Mavericks","• rights to Ricky Ledo","• 2014 second round pick (#47-Russ Smith)","trade with 76ers"
"666","2013-06-27","Suns","• Malcolm Lee / Malcom Lee• rights to Archie Goodwin","• rights to Nemanja Nedovic","trade with Warriors"
"667","2013-06-27","Warriors","• rights to Nemanja Nedovic","• Malcolm Lee / Malcom Lee• rights to Archie Goodwin","trade with Suns"
"668","2013-07-10","Blazers","• Thomas Robinson","• rights to Kostas Papanikolaou• rights to Marko Todorovic (b)• 2015 second round pick (less favorable of Nuggets, Timberwolves) (#37-Richaun Holmes)• 2017 second round pick (#45-Dillon Brooks)","trade with Rockets"
"669","2013-07-10","Rockets","• rights to Kostas Papanikolaou• rights to Marko Todorovic (b)• 2015 second round pick (less favorable of Nuggets, Timberwolves) (#37-Richaun Holmes)• 2017 second round pick (#45-Dillon Brooks)","• Thomas Robinson","trade with Blazers"
"670","2013-07-10","Blazers","• Robin Lopez• Terrel Harris• Kings option to swap 2018 second round picks with Blazers (not exercised)","• rights to Jeff Withey• second round pick (originally protected top 37 in 2016, but protection later removed in subsequent trade between Kings, Knicks) (#37-Chinanu Onuaku)• Kings option to swap 2018 second round picks with Blazers (not exercised)• cash considerations","3-team trade with Kings, Pelicans"
"671","2013-07-10","Bucks","• 2014 second round pick (from Suns) (less favorable of Kings pick (protected #56-#60), Raptors pick (protected top 36), else 2015 second round pick (more favorable of Raptors, Suns picks)) (2014 #48-Lamar Patterson)• second round pick (from Clippers, protected #51-60 in 2015, #56-60 in 2016) (2016 #55-Marcus Paige)","• J.J. Redick","3-team trade with Clippers, Suns"
"672","2013-07-10","Clippers","• Jared Dudley• J.J. Redick","• Eric Bledsoe• Caron Butler• second round pick (protected #51-60 in 2015, #56-60 in 2016) (2016 #55-Marcus Paige)","3-team trade with Bucks, Suns"
"673","2013-07-10","Jazz","• Richard Jefferson• Andris Biedrins• Brandon Rush• 2014 first round pick (from Warriors) (#21-Rodney Hood)• 2016 second round pick (from Warriors) (#60-Tyrone Wallace)• 2017 first round pick (from Warriors) (#30-Josh Hart)• 2017 second round pick (from Warriors) (#60-Alpha Kaba)• 2018 second round pick (from Nuggets) (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk)• cash considerations","• Randy Foye• Kevin Murphy","3-team trade with Nuggets, Warriors"
"674","2013-07-10","Kings","• Greivis Vasquez• second round pick (from Blazers) (originally protected top 37 in 2016, but protection later removed in subsequent trade between Kings, Knicks) (#37-Chinanu Onuaku)• Kings option to swap 2016 second round picks with Pelicans (conditional if Kings have not conveyed their second round pick to Pelicans outright from an earlier trade) (#36-Malcolm Brogdon)• Kings option to swap 2018 second round picks with Blazers (not exercised)","• Tyreke Evans• Kings option to swap 2016 second round picks with Pelicans (conditional if Kings have not conveyed their second round pick to Pelicans outright from an earlier trade) (#40-Diamond Stone)• Kings option to swap 2018 second round picks with Blazers (not exercised)","3-team trade with Blazers, Pelicans"
"675","2013-07-10","Knicks","• Andrea Bargnani","• Steve Novak• Marcus Camby• Quentin Richardson• 2014 second round pick (#59-Xavier Thames)• 2016 first round pick (less favorable of Knicks, Nuggets picks) (#9-Jakob Poeltl)• 2017 second round pick (#36-Jonah Bolden)","trade with Raptors"
"676","2013-07-10","Nuggets","• Randy Foye• 2018 second round pick (from Warriors) (#58-Thomas Welsh)","• Andre Iguodala• 2018 second round pick (#47-Sviatoslav Mykhailiuk / Svi Mykhailiuk)","3-team trade with Jazz, Warriors"
"677","2013-07-10","Pelicans","• Tyreke Evans• rights to Jeff Withey• Kings option to swap 2016 second round picks with Pelicans (conditional if Kings have not conveyed their second round pick to Pelicans outright from an earlier trade) (#40-Diamond Stone)","• Greivis Vasquez• Robin Lopez• Terrel Harris• Kings option to swap 2016 second round picks with Pelicans (conditional if Kings have not conveyed their second round pick to Pelicans outright from an earlier trade) (#36-Malcolm Brogdon)","3-team trade with Blazers, Kings"
"678","2013-07-10","Raptors","• Steve Novak• Marcus Camby• Quentin Richardson• 2014 second round pick (#59-Xavier Thames)• 2016 first round pick (less favorable of Knicks, Nuggets picks) (#9-Jakob Poeltl)• 2017 second round pick (#36-Jonah Bolden)","• Andrea Bargnani","trade with Knicks"
"679","2013-07-10","Suns","• Eric Bledsoe• Caron Butler","• Jared Dudley• 2014 second round pick (#48-Lamar Patterson)","3-team trade with Bucks, Clippers"
"680","2013-07-10","Warriors","• Andre Iguodala• Kevin Murphy","• Richard Jefferson• Andris Biedrins• Brandon Rush• 2014 first round pick (#21-Rodney Hood)• 2016 second round pick (#60-Tyrone Wallace)• 2017 first round pick (?-?)• 2017 second round pick (#60-Alpha Kaba)• 2018 second round pick (#58-Thomas Welsh)• cash considerations","3-team trade with Jazz, Nuggets"
"681","2013-07-11","Bucks","• Luke Ridnour• 2014 second round pick (from Timberwolves) (#36-Johnny O'Bryant III)• cash (from Thunder)","• rights to Szymon Szewczyk","3-team trade with Thunder, Timberwolves"
"682","2013-07-11","Thunder","• rights to Szymon Szewczyk• trade exemption","• Kevin Martin• cash","3-team trade with Bucks, Timberwolves"
"683","2013-07-11","Timberwolves","• Kevin Martin• cash","• Luke Ridnour• 2014 second round pick (#36-Johnny O'Bryant III)","3-team trade with Bucks, Thunder"
"684","2013-07-12","76ers","• rights to Nerlens Noel• first round pick (protected top 5 in 2014-19, else 2019 second round pick, 2020 second round pick) (2014 #10-Elfrid Payton)","• Jrue Holiday• rights to Pierre Jackson","trade with Pelicans"
"685","2013-07-12","Bucks","• 2016 second round pick (more favorable of Kings (protected #56-60), Pelicans) (#36-Malcolm Brogdon)• Bucks option to swap 2019 second round picks with Kings (?-?)","• Luc Richard Mbah a Moute / Luc Mbah a Moute• Bucks option to swap 2019 second round picks with Kings (?-?)","trade with Kings"
"686","2013-07-12","Kings","• Luc Richard Mbah a Moute / Luc Mbah a Moute• Bucks option to swap 2019 second round picks with Kings (?-?)","• 2016 second round pick (more favorable of Kings (protected #56-60), Pelicans) (#36-Malcolm Brogdon)• Bucks option to swap 2019 second round picks with Kings (?-?)","trade with Bucks"
"687","2013-07-12","Pelicans","• Jrue Holiday• rights to Pierre Jackson","• rights to Nerlens Noel• first round pick (protected top 5 in 2014-19, else 2019 second round pick, 2020 second round pick) (2014 #10-Elfrid Payton)","trade with 76ers"
"688","2013-07-12","Celtics","• Gerald Wallace• Kris Humphries• MarShon Brooks• Kris Joseph• Keith Bogans• 2014 first round pick (least favorable of Hawks, Nets picks) (#17-James Young)• 2016 first round pick (#3-Jaylen Brown)• Celtics option to swap 2017 first round picks with Nets (#1-Markelle Fultz)• 2018 first round pick (#8-Collin Sexton)","• Paul Pierce• Kevin Garnett• Jason Terry• D.J. White• Celtics option to swap 2017 first round picks with Nets (#27-Kyle Kuzma)• 2017 conditional second round pick (if Celtics exercise right to swap 2017 first round picks, protected top 45) (#57-Aleksandar Vezenkov)","trade with Nets"
"689","2013-07-12","Nets","• Paul Pierce• Kevin Garnett• Jason Terry• D.J. White• Celtics option to swap 2017 first round picks with Nets (#27-Kyle Kuzma)• 2017 conditional second round pick (if Celtics exercise right to swap 2017 first round picks, protected top 45) (#57-Aleksandar Vezenkov)","• Gerald Wallace• Kris Humphries• MarShon Brooks• Kris Joseph• Keith Bogans• 2014 first round pick (least favorable of Hawks, Nets picks) (#17-James Young)• 2016 first round pick (#3-Jaylen Brown)• Celtics option to swap 2017 first round picks with Nets (#1-Markelle Fultz)• 2018 first round pick (#8-Collin Sexton)","trade with Celtics"
"690","2013-07-13","76ers","• rights to Royce White• rights to Furkan Aldemir• additional considerations (?)","• 2014 second round pick (protected top 55 in 2014, else extinguished) (not exercised)","trade with Rockets"
"691","2013-07-13","Rockets","• 2014 second round pick (protected top 55 in 2014, else extinguished) (not exercised)","• rights to Royce White• rights to Furkan Aldemir• additional considerations (?)","trade with 76ers"
"692","2013-07-22","Grizzlies","• rights to Nick Calathes","• Grizzlies removed protection on 2016 draft pick previously acquired from Mavericks (?-?)","trade with Mavericks"
"693","2013-07-22","Mavericks","• Grizzlies removed protection on 2016 draft pick previously acquired from Mavericks (?-?)","• rights to Nick Calathes","trade with Grizzlies"
"694","2013-07-27","Pacers","• Luis Scola","• Gerald Green (b)• Miles Plumlee• first round pick (protected top 14 in 2014-19, unprotected in 2020) (2014 #27-Bogdan Bogdanovic)","trade with Suns"
"695","2013-07-27","Suns","• Gerald Green (b)• Miles Plumlee• first round pick (protected top 14 in 2014-19, unprotected in 2020) (2014 #27-Bogdan Bogdanovic)","• Luis Scola","trade with Pacers"
"696","2013-07-30","Bucks","• Brandon Knight• Khris Middleton• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","• Brandon Jennings","trade with Pistons"
"697","2013-07-30","Pistons","• Brandon Jennings","• Brandon Knight• Khris Middleton• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","trade with Bucks"
"698","2013-08-15","Celtics","• Donte Greene","• Fab Melo","trade with Grizzlies"
"699","2013-08-15","Grizzlies","• Fab Melo","• Donte Greene","trade with Celtics"
"700","2013-08-22","76ers","• Tony Wroten Jr.","• 2014 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)• trade exception","trade with Grizzlies"
"701","2013-08-22","Grizzlies","• 2014 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)• trade exception","• Tony Wroten Jr.","trade with 76ers"
"702","2013-08-29","Bucks","• Caron Butler","• Ishmael Smith / Ish Smith• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","trade with Suns"
"703","2013-08-29","Suns","• Ishmael Smith / Ish Smith• Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov","• Caron Butler","trade with Bucks"
"704","2013-10-25","Suns","• Emeka Okafor• first round pick (protected top 12 in 2014, top 10 in 2015-19, unprotected in 2020) (2014 #18-Tyler Ennis)","• Marcin Gortat• Kendall Marshall• Shannon Brown• Malcolm Lee / Malcom Lee","trade with Wizards"
"705","2013-10-25","Wizards","• Marcin Gortat• Kendall Marshall• Shannon Brown• Malcolm Lee / Malcom Lee","• Emeka Okafor• first round pick (protected top 12 in 2014, top 10 in 2015-19, unprotected in 2020) (2014 #18-Tyler Ennis)","trade with Suns"
"706","2013-11-26","Kings","• Derrick Williams","• Luc Richard Mbah a Moute / Luc Mbah a Moute","trade with Timberwolves"
"707","2013-11-26","Timberwolves","• Luc Richard Mbah a Moute / Luc Mbah a Moute","• Derrick Williams","trade with Kings"
"708","2013-12-09","Kings","• Rudy Gay• Aaron Gray• Quincy Acy","• John Salmons• Greivis Vasquez• Patrick Patterson• Chuck Hayes","trade with Raptors"
"709","2013-12-09","Raptors","• John Salmons• Greivis Vasquez• Patrick Patterson• Chuck Hayes","• Rudy Gay• Aaron Gray• Quincy Acy","trade with Kings"
"710","2014-01-06","Bulls","• Andrew Bynum• first round pick (protected top 14 in 2012, top 13 in 2013, top 12 in 2014, top 10 in 2015-17, else 2017 second round pick (protected #56-60)) (2017 #38-Jordan Bell)• Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised)• 2015 second round pick (#53-Sir'Dominic Pointer)• 2016 second round pick (#48-Paul Zipser)","• Luol Deng• Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised)","trade with Cavaliers"
"711","2014-01-06","Cavaliers","• Luol Deng• Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised)","• Andrew Bynum• first round pick (protected top 14 in 2012, top 13 in 2013, top 12 in 2014, top 10 in 2015-17, else 2017 second round pick (protected #56-60)) (2017 #38-Jordan Bell)• Bulls conditional option to swap 2015 first round picks with Cavaliers (if Cavaliers pick is not a lottery pick) (not exercised)• 2015 second round pick (#53-Sir'Dominic Pointer)• 2016 second round pick (#48-Paul Zipser)","trade with Bulls"
"712","2014-01-07","Celtics","• Jerryd Bayless• Ryan Gomes","• Courtney Lee• 2016 second round pick (#52-Joel Bolomboy)","3-team trade with Grizzlies, Thunder"
"713","2014-01-07","Grizzlies","• Courtney Lee• 2016 second round pick (from Celtics) (#52-Joel Bolomboy)• cash considerations","• Jerryd Bayless• 2014 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)• second round pick (protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)","3-team trade with Celtics, Thunder"
"714","2014-01-07","Thunder","• 2014 second round pick (protected top 50 and 56-60, else extinguished) (from Grizzlies) (not exercised)• second round pick (from Grizzlies, protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)","• Ryan Gomes• cash considerations","3-team trade with Celtics, Grizzlies"
"715","2014-01-15","Celtics","• Joel Anthony• first round pick (protected top 14 in 2013-15, else 2015 second round pick, 2016 second round pick) (from Heat) (2015 #33-Jordan Mickey) (2016 #31-Deyonta Davis)• 2016 second round pick (from Heat) (#51-Ben Bentil)• cash","• Jordan Crawford• MarShon Brooks","3-team trade with Heat, Warriors"
"716","2014-01-15","Heat","• Toney Douglas","• Joel Anthony• first round pick (protected top 14 in 2013-15, else 2015 second round pick, 2016 second round pick) (2015 #33-Jordan Mickey) (2016 #31-Deyonta Davis)• 2016 second round pick (#51-Ben Bentil)• cash","3-team trade with Celtics, Warriors"
"717","2014-01-15","Warriors","• Jordan Crawford• MarShon Brooks","• Toney Douglas","3-team trade with Celtics, Heat"
"718","2014-01-21","Bulls","• Tornike Shengelia","• Marquis Teague","trade with Nets"
"719","2014-01-21","Nets","• Marquis Teague","• Tornike Shengelia","trade with Bulls"
"720","2014-01-21","Nets","• rights to Edin Bavcic","• Tyshawn Taylor• cash","trade with Pelicans"
"721","2014-01-21","Pelicans","• Tyshawn Taylor• cash","• rights to Edin Bavcic","trade with Nets"
"722","2014-02-19","Kings","• Jason Terry• Reggie Evans","• Marcus Thornton (T.)","trade with Nets"
"723","2014-02-19","Lakers","• Kent Bazemore• MarShon Brooks","• Steve Blake","trade with Warriors"
"724","2014-02-19","Nets","• Marcus Thornton (T.)","• Jason Terry• Reggie Evans","trade with Kings"
"725","2014-02-19","Warriors","• Steve Blake","• Kent Bazemore• MarShon Brooks","trade with Lakers"
"726","2014-02-20","76ers","• Byron Mullens / B.J. Mullens• 2018 second round pick (#43-Justin Jackson)","• 2014 second round pick (protected top 40 and #46-60 in 2014, else extinguished) (not exercised)","trade with Clippers"
"727","2014-02-20","76ers","• Danny Granger• 2015 second round pick (#60-Luka Mitrovic)","• Evan Turner• Lavoy Allen","trade with Pacers"
"728","2014-02-20","76ers","• Eric Maynor• 2015 second round pick (from Wizards) (#47-Arturas Gudaitis)• 2016 second round pick (from Nuggets) (#39-David Michineau)","• 2014 second round pick (protected top 45 and #51-60 in 2014, else extinguished) (not exercised)","3-team trade with Nuggets, Wizards"
"729","2014-02-20","Bobcats","• Luke Ridnour• Gary Neal","• Ramon Sessions• Jeff Adrien","trade with Bucks"
"730","2014-02-20","Bucks","• Ramon Sessions• Jeff Adrien","• Luke Ridnour• Gary Neal","trade with Bobcats"
"731","2014-02-20","Clippers","• 2014 second round pick (protected top 40 and #46-60 in 2014, else extinguished) (not exercised)","• Byron Mullens / B.J. Mullens• 2018 second round pick (#43-Justin Jackson)","trade with 76ers"
"732","2014-02-20","Clippers","• rights to Cenk Akyol","• Antawn Jamison• cash considerations","trade with Hawks"
"733","2014-02-20","Hawks","• Antawn Jamison• cash considerations","• rights to Cenk Akyol","trade with Clippers"
"734","2014-02-20","Nuggets","• Aaron Brooks","• Jordan Hamilton","trade with Rockets"
"735","2014-02-20","Pacers","• Evan Turner• Lavoy Allen","• Danny Granger• 2015 second round pick (#60-Luka Mitrovic)","trade with 76ers"
"736","2014-02-20","Raptors","• Nando De Colo","• Austin Daye","trade with Spurs"
"737","2014-02-20","Rockets","• Jordan Hamilton","• Aaron Brooks","trade with Nuggets"
"738","2014-02-20","Spurs","• Austin Daye","• Nando De Colo","trade with Raptors"
"739","2014-02-20","Wizards","• Andre Miller• 2014 second round pick (protected top 45 and #51-60 in 2014, else extinguished) (from 76ers) (not exercised)","• Jan Vesely• Eric Maynor• 2015 second round pick (#47-Arturas Gudaitis)","3-team trade with 76ers, Nuggets"
"740","2014-02-20","76ers","• Earl Clark• Henry Sims• 2014 second round pick (#39-Jerami Grant)• 2014 second round pick (#52-Vasilije Micic)","• Spencer Hawes","trade with Cavaliers"
"741","2014-02-20","Cavaliers","• Spencer Hawes","• Earl Clark• Henry Sims• 2014 second round pick (#39-Jerami Grant)• 2014 second round pick (#52-Vasilije Micic)","trade with 76ers"
"742","2014-02-20","Heat","• 2015 second round pick (protected #31-49 and #56-60) (not exercised)","• Roger Mason Jr.• cash considerations","trade with Kings"
"743","2014-02-20","Kings","• Roger Mason Jr.• cash considerations","• 2015 second round pick (protected #31-49 and #56-60) (not exercised)","trade with Heat"
"744","2014-06-25","Knicks","• Jose Calderon• Shane Larkin• Wayne Ellington• Samuel Dalembert• 2014 second round pick (#34-Cleanthony Early)• 2014 second round pick (#51-Thanasis Antetokounmpo)","• Tyson Chandler• Raymond Felton","trade with Mavericks"
"745","2014-06-25","Mavericks","• Tyson Chandler• Raymond Felton","• Jose Calderon• Shane Larkin• Wayne Ellington• Samuel Dalembert• 2014 second round pick (#34-Cleanthony Early)• 2014 second round pick (#51-Thanasis Antetokounmpo)","trade with Knicks"
"746","2014-06-26","76ers","• rights to Cory Jefferson• rights to Jordan McRae","• rights to Nemanja Dangubic","trade with Spurs"
"747","2014-06-26","76ers","• rights to Dario Saric• 2015 second round pick (#35-Guillermo Hernangomez / Willy Hernangomez)• 2017 first round pick (#5-De'Aaron Fox)","• rights to Elfrid Payton","trade with Magic"
"748","2014-06-26","76ers","• rights to Pierre Jackson","• rights to Russ Smith","trade with Pelicans"
"749","2014-06-26","Bucks","• 2015 second round pick (#41-Pat Connaughton)","• rights to Lamar Patterson","trade with Hawks"
"750","2014-06-26","Bulls","• Anthony Randolph• rights to Doug McDermott","• rights to Jusuf Nurkic• rights to Gary Harris• 2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer)","trade with Nuggets"
"751","2014-06-26","Grizzlies","• rights to Jarnell Stokes","• 2016 second round pick (more favorable of Celtics, Raptors picks) (#52-Joel Bolomboy)","trade with Jazz"
"752","2014-06-26","Hawks","• rights to Lamar Patterson","• 2015 second round pick (#41-Pat Connaughton)","trade with Bucks"
"753","2014-06-26","Heat","• rights to Shabazz Napier","• rights to P.J. Hairston• rights to Semaj Christon• 2019 second round pick (?-?)• cash","trade with Hornets"
"754","2014-06-26","Hornets","• rights to P.J. Hairston• rights to Semaj Christon• 2019 second round pick (?-?)• cash","• rights to Shabazz Napier","trade with Heat"
"755","2014-06-26","Jazz","• 2016 second round pick (more favorable of Celtics, Raptors picks) (#52-Joel Bolomboy)","• rights to Jarnell Stokes","trade with Grizzlies"
"756","2014-06-26","Knicks","• rights to Louis Labeyrie","• cash","trade with Pacers"
"757","2014-06-26","Lakers","• rights to Jordan Clarkson","• cash","trade with Wizards"
"758","2014-06-26","Magic","• Evan Fournier• rights to Roy Devyn Marble / Roy Marble (Devyn)","• Arron Afflalo","trade with Nuggets"
"759","2014-06-26","Magic","• rights to Elfrid Payton","• rights to Dario Saric• 2015 second round pick (#35-Guillermo Hernangomez / Willy Hernangomez)• 2017 first round pick (#5-De'Aaron Fox)","trade with 76ers"
"760","2014-06-26","Nets","• rights to Markel Brown","• cash","trade with Timberwolves"
"761","2014-06-26","Nets","• rights to Xavier Thames","• cash","trade with Raptors"
"762","2014-06-26","Nuggets","• Arron Afflalo","• Evan Fournier• rights to Roy Devyn Marble / Roy Marble (Devyn)","trade with Magic"
"763","2014-06-26","Nuggets","• rights to Jusuf Nurkic• rights to Gary Harris• 2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer)","• Anthony Randolph• rights to Doug McDermott","trade with Bulls"
"764","2014-06-26","Pacers","• cash","• rights to Louis Labeyrie","trade with Knicks"
"765","2014-06-26","Pelicans","• rights to Russ Smith","• rights to Pierre Jackson","trade with 76ers"
"766","2014-06-26","Raptors","• cash","• rights to Xavier Thames","trade with Nets"
"767","2014-06-26","Rockets","• rights to Alessandro Gentile","• cash","trade with Timberwolves"
"768","2014-06-26","Spurs","• rights to Nemanja Dangubic","• rights to Cory Jefferson• rights to Jordan McRae","trade with 76ers"
"769","2014-06-26","Timberwolves","• cash","• rights to Alessandro Gentile","trade with Rockets"
"770","2014-06-26","Timberwolves","• cash","• rights to Markel Brown","trade with Nets"
"771","2014-06-26","Wizards","• cash","• rights to Jordan Clarkson","trade with Lakers"
"772","2014-06-26","76ers","• cash","• rights to Cory Jefferson","trade with Nets"
"773","2014-06-26","Hornets","• cash","• rights to Semaj Christon","trade with Thunder"
"774","2014-06-26","Nets","• rights to Cory Jefferson","• cash","trade with 76ers"
"775","2014-06-26","Thunder","• rights to Semaj Christon","• cash","trade with Hornets"
"776","2014-06-30","Hawks","• John Salmons• 2015 second round pick (#50-Marcus Eriksson)","• Louis Williams / Lou Williams• rights to Lucas Nogueira","trade with Raptors"
"777","2014-06-30","Raptors","• Louis Williams / Lou Williams• rights to Lucas Nogueira","• John Salmons• 2015 second round pick (#50-Marcus Eriksson)","trade with Hawks"
"778","2014-07-10","Cavaliers","• rights to Ilkan Karaman• rights to Edin Bavcic• 2015 conditional second round pick (from Celtics, protected top 55 in 2015, else extinguished) (not exercised)","• Jarrett Jack• Sergey Karasev• Tyler Zeller• first round pick (protected top 10 in 2016-18, unprotected in 2019) (2016 #28-Skal Labissiere)","3-team trade with Celtics, Nets"
"779","2014-07-10","Celtics","• Tyler Zeller• Marcus Thornton (T.)• first round pick (from Cavaliers, protected top 10 in 2016-18, unprotected in 2019) (2016 #28-Skal Labissiere)","• 2015 conditional second round pick (protected top 55 in 2015, else extinguished) (not exercised)","3-team trade with Cavaliers, Nets"
"780","2014-07-10","Jazz","• Steve Novak• 2017 second round pick (#36-Jonah Bolden)","• Diante Garrett","trade with Raptors"
"781","2014-07-10","Nets","• Jarrett Jack• Sergey Karasev","• Marcus Thornton (T.)• rights to Ilkan Karaman• rights to Edin Bavcic","3-team trade with Cavaliers, Celtics"
"782","2014-07-10","Raptors","• Diante Garrett","• Steve Novak• 2017 second round pick (#36-Jonah Bolden)","trade with Jazz"
"783","2014-07-11","Cavaliers","• 2016 second round pick (protected top 55 in 2016, else extinguished) (not exercised)","• Alonzo Gee","trade with Pelicans"
"784","2014-07-11","Pelicans","• Alonzo Gee","• 2016 second round pick (protected top 55 in 2016, else extinguished) (not exercised)","trade with Cavaliers"
"785","2014-07-12","Cavaliers","• Brendan Haywood• rights to Dwight Powell","• Scotty Hopson• cash","trade with Hornets"
"786","2014-07-12","Hornets","• Scotty Hopson• cash","• Brendan Haywood• rights to Dwight Powell","trade with Cavaliers"
"787","2014-07-12","Kings","• rights to Alex Oriakhi• $7M trade exemption","• Isaiah Thomas","trade with Suns"
"788","2014-07-12","Suns","• Isaiah Thomas","• rights to Alex Oriakhi• $7M trade exemption","trade with Kings"
"789","2014-07-13","Hornets","• cash","• Scotty Hopson","trade with Pelicans"
"790","2014-07-13","Lakers","• Jeremy Lin• first round pick (protected top 14 in 2015, top 10 in 2016-17, top 5 in 2018-19, top 3 in 2020, unprotected in 2021) (2015 #27-Larry Nance Jr.)• 2015 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)","• rights to Sergei Lishouk / Sergei Lishchuk","trade with Rockets"
"791","2014-07-13","Pelicans","• Scotty Hopson","• cash","trade with Hornets"
"792","2014-07-13","Rockets","• rights to Sergei Lishouk / Sergei Lishchuk","• Jeremy Lin• first round pick (protected top 14 in 2015, top 10 in 2016-17, top 5 in 2018-19, top 3 in 2020, unprotected in 2021) (2015 #27-Larry Nance Jr.)• 2015 second round pick (protected top 50 and 56-60, else extinguished) (not exercised)","trade with Lakers"
"793","2014-07-14","Bulls","• rights to Milovan Rakovic","• Anthony Randolph• 2015 second round pick (more favorable of Bulls, Nuggets picks) (#51-Tyler Harvey)• 2016 second round pick (more favorable of Blazers, Bulls picks) (#47-Jake Layman)• cash","trade with Magic"
"794","2014-07-14","Bulls","• rights to Tadija Dragicevic","• Greg Smith (a)","trade with Mavericks"
