"","Date","Team","Acquired","Relinquished","Notes"
"500","2011-12-13","Thunder","• Lazar Hayward","• Robert Vaden• 2012 second round pick (#58-Robbie Hummel)• 2013 conditional second round pick (if Thunder 2012 pick is #47-60) (#59-Bojan Dubljevic)","trade with Timberwolves"
"501","2011-12-13","Timberwolves","• Robert Vaden• 2012 second round pick (#58-Robbie Hummel)• 2013 conditional second round pick (if Thunder 2012 pick is #47-60) (#59-Bojan Dubljevic)","• Lazar Hayward","trade with Thunder"
"502","2011-12-14","Clippers","• Chris Paul• 2015 second round pick (#47-Arturas Gudaitis)• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) ($350K cash)","• Eric Gordon• Chris Kaman• Al-Farouq Aminu• 2012 first round pick (more favorable of Clippers, Timberwolves picks) (#10-Austin Rivers)","trade with Hornets"
"503","2011-12-14","Hornets","• Eric Gordon• Chris Kaman• Al-Farouq Aminu• 2012 first round pick (more favorable of Clippers, Timberwolves picks) (#10-Austin Rivers)","• Chris Paul• 2015 second round pick (#47-Arturas Gudaitis)• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) ($350K cash)","trade with Clippers"
"504","2011-12-18","Pacers","• Louis Amundson / Lou Amundson• 2015 second round pick (#60-Luka Mitrovic)","• Brandon Rush","trade with Warriors"
"505","2011-12-18","Warriors","• Brandon Rush","• Louis Amundson / Lou Amundson• 2015 second round pick (#60-Luka Mitrovic)","trade with Pacers"
"506","2011-12-19","Bobcats","• Byron Mullens / B.J. Mullens","• 2013 second round pick (#32-Alex Abrines)","trade with Thunder"
"507","2011-12-19","Thunder","• 2013 second round pick (#32-Alex Abrines)","• Byron Mullens / B.J. Mullens","trade with Bobcats"
"508","2011-12-22","Jazz","• 2015 second round pick (#41-Pat Connaughton)• trade exception","• Mehmet Okur","trade with Nets"
"509","2011-12-22","Nets","• Mehmet Okur","• 2015 second round pick (#41-Pat Connaughton)• trade exception","trade with Jazz"
"510","2011-12-24","Grizzlies","• Quincy Pondexter","• Greivis Vasquez","trade with Hornets"
"511","2011-12-24","Hornets","• Greivis Vasquez","• Quincy Pondexter","trade with Grizzlies"
"512","2012-01-04","76ers","• 2012 conditional second round pick (from Grizzlies) (if pick is between #31-#55) (#54-Tornike Shengelia)• 2013 second round pick (from Hornets/Pelicans) (#35-Glen Rice Jr.)","• Marreese Speights","3-team trade with Grizzlines, Hornets"
"513","2012-01-04","Grizzlies","• Marreese Speights","• Xavier Henry• 2012 conditional second round pick (from Grizzlies) (if pick is between #31-#55) (#54-Tornike Shengelia)","3-team trade with 76ers, Hornets"
"514","2012-01-04","Hornets","• Xavier Henry","• 2013 second round pick (#35-Glen Rice Jr.)","3-team trade with 76ers, Grizzlies"
"515","2012-03-13","Bucks","• Monta Ellis• Kwame Brown• Ekpe Udoh","• Andrew Bogut• Stephen Jackson","trade with Warriors"
"516","2012-03-13","Warriors","• Andrew Bogut• Stephen Jackson","• Monta Ellis• Kwame Brown• Ekpe Udoh","trade with Bucks"
"517","2012-03-15","76ers","• Sam Young","• rights to Ricky Sanchez","trade with Grizzlies"
"518","2012-03-15","Blazers","• Hasheem Thabeet• Jonny Flynn• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","• Marcus Camby","trade with Rockets"
"519","2012-03-15","Blazers","• Mehmet Okur• Shawne Williams• 2012 first round pick (protected top 3) (#6-Damian Lillard)","• Gerald Wallace","trade with Nets"
"520","2012-03-15","Grizzlies","• rights to Ricky Sanchez","• Sam Young","trade with 76ers"
"521","2012-03-15","Hawks","• cash considerations","• 2012 second round pick (less favorable of Hawks, Suns picks) (#52-Ognjen Kuzmic / Ognen Kuzmic)","trade with Warriors"
"522","2012-03-15","Lakers","• Jordan Hill","• Derek Fisher• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)","trade with Rockets"
"523","2012-03-15","Nets","• Gerald Wallace","• Mehmet Okur• Shawne Williams• 2012 first round pick (protected top 3) (#6-Damian Lillard)","trade with Blazers"
"524","2012-03-15","Pacers","• Leandro Barbosa","• 2012 second round pick (#56-Tomislav Zubcic)• cash considerations","trade with Raptors"
"525","2012-03-15","Raptors","• 2012 second round pick (#56-Tomislav Zubcic)• cash considerations","• Leandro Barbosa","trade with Pacers"
"526","2012-03-15","Rockets","• Derek Fisher• first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)","• Jordan Hill","trade with Lakers"
"527","2012-03-15","Rockets","• Marcus Camby","• Hasheem Thabeet• Jonny Flynn• 2012 second round pick (if pick is #31-#55) (#40-Will Barton)","trade with Blazers"
"528","2012-03-15","Spurs","• Stephen Jackson","• Richard Jefferson• T.J. Ford• first round pick (protected top 14 in 2012-14) (2012 #30-Festus Ezeli)","trade with Warriors"
"529","2012-03-15","Warriors","• 2012 second round pick (less favorable of Hawks, Suns picks) (#52-Ognjen Kuzmic / Ognen Kuzmic)","• cash considerations","trade with Hawks"
"530","2012-03-15","Warriors","• Richard Jefferson• T.J. Ford• first round pick (protected top 14 in 2012-14) (2012 #30-Festus Ezeli)","• Stephen Jackson","trade with Spurs"
"531","2012-03-15","Clippers","• Nick Young","• Brian Cook• 2015 second round pick (#47-Arturas Gudaitis)• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) ($350K cash)","3-team trade with Nuggets, Wizards"
"532","2012-03-15","Nuggets","• JaVale McGee• Ronny Turiaf• 2015 second round pick or $350K cash (Grizzlies option from earlier trade) (from Clippers) ($350K cash)","• Nene / Nene Hilario / Maybyner Hilario","3-team trade with Clippers, Wizards"
"533","2012-03-15","Wizards","• Nene / Nene Hilario / Maybyner Hilario• Brian Cook• 2015 second round pick (from Clippers) (#47-Arturas Gudaitis)","• Nick Young• JaVale McGee• Ronny Turiaf","3-team trade with Clippers, Nuggets"
"534","2012-03-15","Cavaliers","• Luke Walton• Jason Kapono• conditional first round pick (protected top 14 in 2012, else 2014) (2012 #24-Jared Cunningham)• Cavaliers option to swap first round picks (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #19-Sergey Karasev)• cash","• Ramon Sessions• Christian Eyenga• Cavaliers option to swap first round pick (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #30-Nemanja Nedovic)","trade with Lakers"
"535","2012-03-15","Lakers","• Ramon Sessions• Christian Eyenga• Cavaliers option to swap first round pick (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #30-Nemanja Nedovic)","• Luke Walton• Jason Kapono• conditional first round pick (protected top 14 in 2012, else 2014) (2012 #24-Jared Cunningham)• Cavaliers option to swap first round picks (least favorable of Cavaliers 2013 first round pick, Heat 2013 first round pick (protected top 10), Kings 2013 first round pick (protected top 13)) with Lakers 2013 first round pick (protected top 14 in 2013, else extinguished) (2013 #19-Sergey Karasev)• cash","trade with Cavaliers"
"536","2012-06-20","Hornets","• Rashard Lewis• 2012 second round pick (#46-Darius Miller)","• Emeka Okafor• Trevor Ariza","trade with Wizards"
"537","2012-06-20","Wizards","• Emeka Okafor• Trevor Ariza","• Rashard Lewis• 2012 second round pick (#46-Darius Miller)","trade with Hornets"
"538","2012-06-26","Bobcats","• Ben Gordon• first round pick (protected top 14 in 2013, top 8 in 2014, top 1 in 2015, unprotected in 2016) (2014 #9-Noah Vonleh)","• Corey Maggette","trade with Pistons"
"539","2012-06-26","Pistons","• Corey Maggette","• Ben Gordon• first round pick (protected top 14 in 2013, top 8 in 2014, top 1 in 2015, unprotected in 2016) (2014 #9-Noah Vonleh)","trade with Bobcats"
"540","2012-06-26","Rockets","• 2012 first round pick (#18-Terrence Jones)","• Chase Budinger• rights to Lior Eliyahu","trade with Timberwolves"
"541","2012-06-26","Timberwolves","• Chase Budinger• rights to Lior Eliyahu","• 2012 first round pick (#18-Terrence Jones)","trade with Rockets"
"542","2012-06-27","Bucks","• Samuel Dalembert• 2012 first round pick (#14-John Henson)• second round pick (1 year after Rockets send second round pick to Hawks) (2014 #54-Nemanja Dangubic)• cash considerations","• Jon Brockman• Shaun Livingston• Jon Leuer• 2012 first round pick (#12-Jeremy Lamb)","trade with Rockets"
"543","2012-06-27","Rockets","• Jon Brockman• Shaun Livingston• Jon Leuer• 2012 first round pick (#12-Jeremy Lamb)","• Samuel Dalembert• 2012 first round pick (#14-John Henson)• second round pick (1 year after Rockets send second round pick to Hawks) (2014 #54-Nemanja Dangubic)• cash considerations","trade with Bucks"
"544","2012-06-28","76ers","• cash considerations","• rights to Tornike Shengelia","trade with Nets"
"545","2012-06-28","76ers","• rights to Arnett Moultrie","• rights to Justin Hamilton (b)• first round pick (protected top 14 in 2013-15, else 2015 second round pick, 2016 second round pick) (2015 #33-Jordan Mickey) (2016 #31-Deyonta Davis)","trade with Heat"
"546","2012-06-28","Blazers","• cash considerations","• rights to Tyshawn Taylor","trade with Nets"
"547","2012-06-28","Cavaliers","• Kelenna Azubuike• rights to Tyler Zeller","• Jared Cunningham• Bernard James• Jae Crowder","trade with Mavericks"
"548","2012-06-28","Heat","• rights to Justin Hamilton (b)• first round pick (protected top 14 in 2013-15, else 2015 second round pick, 2016 second round pick) (2015 #33-Jordan Mickey) (2016 #31-Deyonta Davis)","• rights to Arnett Moultrie","trade with 76ers"
"549","2012-06-28","Kings","• cash considerations","• rights to Orlando Johnson","trade with Pacers"
"550","2012-06-28","Lakers","• rights to Darius Johnson-Odom","• cash considerations","trade with Mavericks"
"551","2012-06-28","Mavericks","• cash considerations","• rights to Darius Johnson-Odom","trade with Lakers"
"552","2012-06-28","Mavericks","• rights to Jared Cunningham• rights to Bernard James• rights to Jae Crowder","• Kelenna Azubuike• rights to Tyler Zeller","trade with Cavaliers"
"553","2012-06-28","Nets","• rights to Tornike Shengelia","• cash considerations","trade with 76ers"
"554","2012-06-28","Nets","• rights to Tyshawn Taylor","• cash considerations","trade with Blazers"
"555","2012-06-28","Pacers","• rights to Orlando Johnson","• cash considerations","trade with Kings"
"556","2012-06-29","Clippers","• Lamar Odom","• Maurice Williams / Mo Williams• rights to Furkan Aldemir","4-team trade with Jazz, Mavericks, Rockets"
"557","2012-06-29","Jazz","• Maurice Williams / Mo Williams• rights to Shan Foster","• rights to Tadija Dragicevic","4-team trade with Clippers, Mavericks, Rockets"
"558","2012-06-29","Mavericks","• rights to Tadija Dragicevic• cash• $8.9M trade exception","• Lamar Odom• rights to Shan Foster","4-team trade wtih Clippers, Jazz, Rockets"
"559","2012-06-29","Rockets","• rights to Furkan Aldemir","• cash","4-team trade with Clippers, Jazz, Mavericks"
"560","2012-07-11","76ers","• Dorell Wright• Darryl Watkins","• rights to Edin Bavcic","3-team trade with Hornets, Warriors"
"561","2012-07-11","Hawks","• Devin Harris","• Marvin Williams","trade with Jazz"
"562","2012-07-11","Hornets","• rights to Edin Bavcic","• Jarrett Jack• Darryl Watkins","3-team trade with 76ers, Warriors"
"563","2012-07-11","Jazz","• Marvin Williams","• Devin Harris","trade with Hawks"
"564","2012-07-11","Raptors","• Kyle Lowry","• Gary Forbes• 2013 first round pick (protected top 3 and 15-30 in 2013, top 2 and 15-30 in 2014-15, top 1 and 15-30 in 2016-17, unprotected in 2018) (2013 #12-Steven Adams)","trade with Rockets"
"565","2012-07-11","Rockets","• Gary Forbes• 2013 first round pick (protected top 3 and 15-30 in 2013, top 2 and 15-30 in 2014-15, top 1 and 15-30 in 2016-17, unprotected in 2018) (2013 #12-Steven Adams)","• Kyle Lowry","trade with Raptors"
"566","2012-07-11","Warriors","• Jarrett Jack","• Dorell Wright","3-team trade with 76ers, Hornets"
"567","2012-07-11","Clippers","• Clippers option to swap 2016 second round picks (if Clippers pick is #31-55) (#33-Cheick Diallo)","• Reggie Evans• Clippers option to swap 2016 second round picks (if pick is #31-55) (#55-Marcus Paige)","trade with Nets"
"568","2012-07-11","Hawks","• Anthony Morrow• Jordan Farmar• Jordan Williams• DeShawn Stevenson• Johan Petro• first round pick (protected top 14 in 2012-16, else 2017 second round pick, cash) (2013 #18-Shane Larkin)• Hawks option to swap 2014 first round picks (not exercised)• Hawks option to swap 2015 first round picks (#15-Kelly Oubre Jr.)• 2017 second round pick (#31-Frank Jackson)","• Joe Johnson• Hawks option to swap 2014 first round picks (not exercised)• Hawks option to swap 2015 first round picks (#29-Chris McCullough)","trade with Nets"
"569","2012-07-11","Hornets","• Ryan Anderson","• Gustavo Ayon","trade with Magic"
"570","2012-07-11","Knicks","• Marcus Camby","• Toney Douglas• Jerome Jordan• Josh Harrellson• 2014 second round pick (#42-Nick Johnson)• 2015 second round pick (#32-Montrezl Harrell)","trade with Rockets"
"571","2012-07-11","Lakers","• Steve Nash","• 2013 first round pick (least favorable of Cavaliers, Heat, Kings (top 13 protected), Lakers (top 14 protected) picks) (#30-Nemanja Nedovic)• 2013 second round pick (protected top 40 in 2013, unprotected in 2014) (#57-Alex Oriakhi)• 2014 second round pick (#36-Johnny O'Bryant III)• first round pick (protected top 5 in 2015, top 3 in 2016-17, unprotected in 2018) (2018 #10-Mikal Bridges)• $3M cash","trade with Suns"
"572","2012-07-11","Magic","• Gustavo Ayon","• Ryan Anderson","trade with Hornets"
"573","2012-07-11","Mavericks","• Darren Collison• Dahntay Jones","• Ian Mahinmi","trade with Pacers"
