"","Date","Team","Acquired","Relinquished","Notes","page_url"
"1179","2016-09-08","Magic","• Cliff Alexander","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1180","2016-09-08","Magic","• Damjan Rudez","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1181","2016-09-08","Magic","• Kevin Murphy","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1182","2016-09-08","Magic","• Nick Johnson","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1183","2016-09-08","Pacers","• Kevin Seraphin","","signed unrestricted free agent to a 1-year contract with a 1-year team option for 2017-18","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1184","2016-09-08","Pacers","• Nick Zeisloft","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1185","2016-09-08","Raptors","• E.J. Singler","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1186","2016-09-12","Blazers","• Greg Stiemsma","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1187","2016-09-12","Bucks","• Xavier Henry","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1188","2016-09-12","Celtics","• Damion Lee","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1189","2016-09-12","Celtics","• Jalen Jones","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1190","2016-09-12","Nuggets","• Nate Wolters","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1191","2016-09-12","Warriors","• Cameron Jones","","signed free agent (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1192","2016-09-12","Warriors","• Elgin Cook","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1193","2016-09-12","Warriors","• JaVale McGee","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1194","2016-09-12","Warriors","• Phil Pressey","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1195","2016-09-13","76ers","","• Sasha Kaun","waived (CBS S)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1196","2016-09-13","Cavaliers","• Eric Moreland","","signed unrestricted free agent to a training camp contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2425"
"1197","2016-09-13","Kings","• Jordan Farmar",NA,"signed unrestricted free agent (R)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1198","2016-09-13","Pelicans","• Lance Stephenson",NA,"signed free agent to a 1-year, $1.22M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1199","2016-09-14","Bulls","• D'Vauntes Smith-Rivera",NA,"signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1200","2016-09-14","Celtics","• Damion Lee",NA,"signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1201","2016-09-14","Kings","• Jordan Farmar",NA,"signed unrestricted free agent to a 1-year contract (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1202","2016-09-14","Pistons","• Nikola Jovanovic",NA,"signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1203","2016-09-14","Pistons","• Trey Freeman",NA,"signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1204","2016-09-14","Suns","• Derrick Jones Jr.",NA,"signed free agent (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1205","2016-09-14","Suns","• Shaquille Harrison",NA,"signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1206","2016-09-14","Warriors","• Cameron Jones",NA,"signed free agent (CBS S)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1207","2016-09-15","Nuggets","• D.J. Kennedy",NA,"signed free agent to a 3-year contract (CBC)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1208","2016-09-15","Nuggets","• Jarnell Stokes",NA,"signed free agent (CBC P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1209","2016-09-15","Nuggets","• Nate Wolters",NA,"signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1210","2016-09-15","Nuggets","• Robbie Hummel",NA,"signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2450"
"1211","2016-09-16","Bulls","• Vincent Hunter / Vince Hunter","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1212","2016-09-17","Kings","• Jordan Farmar","","signed unrestricted free agent to a 1-year contract (CBS S)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1213","2016-09-17","Suns","","• Alec Brown","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1214","2016-09-17","Thunder","","• Tomislav Zubcic","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1215","2016-09-19","Bulls","• J.J. Avila","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1216","2016-09-19","Mavericks","• C.J. Williams","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1217","2016-09-19","Spurs","","• Ryan Richards","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1218","2016-09-20","Bucks","","• Xavier Henry","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1219","2016-09-20","Hawks","• Richard Solomon","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1220","2016-09-20","Hawks","• Ryan Kelly","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1221","2016-09-20","Hawks","• Will Bynum","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1222","2016-09-20","Raptors","• Brady Heslip","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2475"
"1223","2016-09-20","Wizards","• Casper Ware","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1224","2016-09-21","Jazz","• Henry Sims","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1225","2016-09-21","Lakers","• Thomas Robinson","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1226","2016-09-22","Bucks","• Jaleel Roberts","","signed free agent (R)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1227","2016-09-22","Bucks","• Michael Beasley","• Tyler Ennis","trade with Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1228","2016-09-22","Pelicans","• Chris Copeland","","signed free agent (CBC)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1229","2016-09-22","Pelicans","• Robert Sacre","","signed unrestricted free agent (CBC)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1230","2016-09-22","Rockets","• Tyler Ennis","• Michael Beasley","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1231","2016-09-22","Thunder","• Alex Caruso","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1232","2016-09-22","Thunder","• Chris Wright (c)","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1233","2016-09-22","Thunder","• Kaleb Tarczewski","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1234","2016-09-22","Warriors","• Scott Wood","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1235","2016-09-23","Bucks","• Jabari Brown","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1236","2016-09-23","Cavaliers","• Cory Jefferson","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1237","2016-09-23","Cavaliers","• Dahntay Jones","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1238","2016-09-23","Cavaliers","• John Holland","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1239","2016-09-23","Cavaliers","• Markel Brown","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1240","2016-09-23","Grizzlies","• Chris Crawford (b)","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1241","2016-09-23","Heat","• Keith Benson","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1242","2016-09-23","Hornets","• Perry Ellis","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1243","2016-09-23","Jazz","• Eric Dawson","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1244","2016-09-23","Jazz","• Henry Sims","","signed unrestricted free agent (S)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2500"
"1245","2016-09-23","Rockets","","• Andrew Goudelock","waived (CBS)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1246","2016-09-23","Rockets","• Bobby Brown","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1247","2016-09-23","Rockets","• Gary Payton II","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1248","2016-09-23","Rockets","• Isaiah Taylor","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1249","2016-09-23","Rockets","• Kyle Wiltjer","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1250","2016-09-23","Spurs","","• Marcus Denmon","waived / renounced rights","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1251","2016-09-23","Suns","• Derek Cooke Jr.","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1252","2016-09-23","Wizards","• Casper Ware","","signed free agent (CBC S)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1253","2016-09-23","Wizards","• Daniel Ochefu","","signed free agent (CBC)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1254","2016-09-23","Wizards","• Johnny O'Bryant III","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2525"
"1255","2016-09-23","Wizards","• Sheldon McClellan / Sheldon Mac","","signed undrafted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1256","2016-09-24","Bucks","• Jaleel Roberts","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1257","2016-09-24","Bulls","• Thomas Walkup","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1258","2016-09-24","Kings","","• Duje Dukan","waived (CBS S)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1259","2016-09-24","Pelicans","","• Tianju He (CBS S) / He Tianju","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1260","2016-09-24","Pelicans","• Quinn Cook","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1261","2016-09-24","Timberwolves","","• Kevin Garnett","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1262","2016-09-25","Suns","• Derrick Jones Jr.","","signed free agent (CBC CBS E S)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1263","2016-09-25","Suns","• Gracin Bakumanya","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1264","2016-09-25","Suns","• Shaquille Harrison","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2550"
"1265","2016-09-26","Bulls","• D'Vauntes Smith-Rivera","","signed free agent (CBC CBS S)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1266","2016-09-26","Bulls","• J.J. Avila","","signed free agent (CBC CBS S)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1267","2016-09-26","Bulls","• Thomas Walkup","","signed free agent (CBC P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1268","2016-09-26","Bulls","• Vincent Hunter / Vince Hunter","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1269","2016-09-26","Cavaliers","• Cory Jefferson","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1270","2016-09-26","Cavaliers","• DeAndre Liggins","","signed free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1271","2016-09-26","Cavaliers","• Eric Moreland","","signed unrestricted free agent to a training camp contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1272","2016-09-26","Cavaliers","• John Holland","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1273","2016-09-26","Cavaliers","• Jonathan Holmes","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1274","2016-09-26","Celtics","","• Abdel Nader","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1275","2016-09-26","Celtics","• Damion Lee","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1276","2016-09-26","Celtics","• Jalen Jones","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1277","2016-09-26","Celtics","• Marcus Georges-Hunt","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1278","2016-09-26","Clippers","• Dorell Wright","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1279","2016-09-26","Clippers","• Xavier Munford","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1280","2016-09-26","Grizzlies","• Chris Crawford (b)","","signed free agent (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1281","2016-09-26","Nets","• Chase Budinger","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1282","2016-09-26","Nets","• Jorge Gutierrez","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1283","2016-09-26","Pistons","• Nikola Jovanovic","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1284","2016-09-26","Pistons","• Trey Freeman","","signed free agent (CBC)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1285","2016-09-26","Spurs","• Joel Anthony","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1286","2016-09-26","Spurs","• Nicolas Laprovittola","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2575"
"1287","2016-09-26","Spurs","• Ryan Richards","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2600"
"1288","2016-09-26","Timberwolves","• John Lucas III","","signed free agent (CBC)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2600"
"1289","2016-09-26","Timberwolves","• Rasual Butler","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2600"
"1290","2016-09-26","Timberwolves","• Toure' Murry / Toure Murry","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2600"
